No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Area,Category,Business Category,Product Category,Source,URL_Keyword,Unknown,Remaining_Url_Keywords,Priority Rank
31,charminar,1220000,9,98850.0,$0.38,6,62,https://www.tripadvisor.in/Attraction_Review-g297586-d320668-Reviews-Charminar-Hyderabad_Hyderabad_District_Telangana.html,Hyderabad,Telangana,India,South,Hyderabad,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,charminar,,g297586 d320668 district,1
32,india gate,1500000,12,38400.0,$0.09,3,33,https://www.tripadvisor.in/Attraction_Review-g304551-d321493-Reviews-India_Gate-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,India Gate,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g304551 d321493 national capital territory,1
33,coffee shops near me,823000,6,145950.0,$0.33,2,22,https://www.tripadvisor.in/Restaurants-g304551-c8-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,,,g304551 c8 national capital territory,1
34,tirupati city,1600,14,22500.0,$0,1,55,https://www.tripadvisor.in/Attractions-g297587-Activities-Tirupati_Chittoor_District_Andhra_Pradesh.html,Tirupati,Andhra Pradesh,India,South,Tirupati,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297587 chittoor district,1
35,new delhi,1830000,7,98850.0,$0.12,3,56,https://www.tripadvisor.in/Tourism-g304551-New_Delhi_National_Capital_Territory_of_Delhi-Vacations.html,New Delhi,Delhi,India,North,New Delhi,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g304551 national capital territory,1
36,phoenix market city,1220000,11,31232.0,$0.04,9,45,https://www.tripadvisor.in/Attraction_Review-g304554-d3410824-Reviews-Phoenix_Marketcity-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,phoenix,,g304554 d3410824 marketcity,1
37,lucknow,1220000,11,41236.0,$0.09,1,43,https://www.tripadvisor.in/Tourism-g297684-Lucknow_Lucknow_District_Uttar_Pradesh-Vacations.html,Lucknow,Uttar Pradesh,India,,Lucknow,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g297684 district,1
38,bengaluru,1220000,13,31232.0,$0.35,2,79,https://www.tripadvisor.in/Tourism-g297628-Bengaluru_Bangalore_District_Karnataka-Vacations.html,Bengaluru,Karnataka,India,South,Bengaluru,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g297628 bangalore district,1
39,surat,1000000,12,24034.0,$0.90,1,61,https://www.tripadvisor.in/Tourism-g297612-Surat_Surat_District_Gujarat-Vacations.html,Surat,Gujarat,India,West,Surat,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g297612 district,1
40,hosur,1000000,7,118706.0,$0,6,62,https://www.tripadvisor.in/Attractions-g1102838-Activities-Hosur_Krishnagiri_District_Tamil_Nadu.html,,Tamil Nadu,India,South,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,hosur,,g1102838 krishnagiri district,1
41,lucknow uttar pradesh,1220000,13,24034.0,$0.09,1,45,https://www.tripadvisor.in/Attractions-g297684-Activities-Lucknow_Lucknow_District_Uttar_Pradesh.html,Lucknow,Uttar Pradesh,India,,Lucknow,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297684 district,1
42,thane,1220000,12,31232.0,$0.59,4,62,https://www.tripadvisor.in/Attractions-g660976-Activities-Thane_Thane_District_Maharashtra.html,Thane,Maharashtra,India,West,Thane,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g660976 district,1
43,burger king,1000000,35,2562.0,$0.25,2,48,https://www.tripadvisor.in/ShowUserReviews-g297654-d943375-r291316861-Burger_King-Pune_Pune_District_Maharashtra.html,Pune,Maharashtra,India,West,Pune,,,,,tripadvisor.in,burger king,,showuserreviews g297654 d943375 r291316861 district,1
44,bars near me,1000000,11,24034.0,$0.16,6,44,https://www.tripadvisor.in/Restaurants-g12389092-zfg11776-Hyderabad_District_Telangana.html,Hyderabad,Telangana,India,South,Hyderabad,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,,,g12389092 zfg11776 district,1
45,ujjain,1220000,9,57218.0,$0.30,1,61,https://www.tripadvisor.in/Attraction_Review-g679024-d3605858-Reviews-Shree_Mahakaleshwar_Temple-Ujjain_Ujjain_District_Madhya_Pradesh.html,,Madhya Pradesh,India,West,,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,ujjain,,g679024 d3605858 shree mahakaleshwar temple ujjain district,1
46,patna junction,823000,16,13786.0,$0,9,50,https://www.tripadvisor.in/AttractionsNear-g297592-d4144710-Patna_Junction_Station-Patna_Patna_District_Bihar.html,Patna,Bihar,India,East,Patna,,,,,tripadvisor.in,junction,,attractionsnear g297592 d4144710 station district,1
47,indore,1220000,12,18300.0,$0.17,1,61,https://www.tripadvisor.in/Tourism-g494941-Indore_Indore_District_Madhya_Pradesh-Vacations.html,Indore,Madhya Pradesh,India,West,Indore,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g494941 district,1
48,noida 62,1220000,42,2562.0,$0.11,5,20,https://www.tripadvisor.in/Attractions-g644043-Activities-Noida_Gautam_Buddha_Nagar_District_Uttar_Pradesh.html,Noida,Uttar Pradesh,India,,Noida,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g644043 gautam buddha nagar district,1
49,coimbatore,1000000,9,80398.0,$0.43,1,61,https://www.tripadvisor.in/Tourism-g297675-Coimbatore_Coimbatore_District_Tamil_Nadu-Vacations.html,Coimbatore,Tamil Nadu,India,South,Coimbatore,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g297675 district,1
50,gurugram,1220000,10,80398.0,$0.70,5,62,https://www.tripadvisor.in/Tourism-g297615-Gurugram_Gurgaon_Gurgaon_District_Haryana-Vacations.html,Gurugram,Haryana,India,North,Gurugram,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g297615 gurgaon gurgaon district,1
51,mumbai,1220000,12,41236.0,$0.31,1,52,https://www.tripadvisor.in/Tourism-g304554-Mumbai_Maharashtra-Vacations.html,Mumbai,Maharashtra,India,West,Mumbai,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g304554,1
52,mysore,1000000,9,80398.0,$0.73,3,76,https://www.tripadvisor.in/Attractions-g304553-Activities-Mysuru_Mysore_Mysore_District_Karnataka.html,Mysuru,Karnataka,India,South,Mysuru,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,mysore,,g304553 mysore district,1
53,faridabad,823000,17,11300.0,$0.04,4,62,https://www.tripadvisor.in/Attractions-g677469-Activities-Faridabad_Faridabad_District_Haryana.html,Faridabad,Haryana,India,North,Faridabad,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g677469 district,1
54,haryana faridabad,823000,14,11300.0,$0.04,2,48,https://www.tripadvisor.in/Attractions-g677469-Activities-Faridabad_Faridabad_District_Haryana.html,Faridabad,Haryana,India,North,Faridabad,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g677469 district,1
55,karnataka bangalore,1000000,37,2100.0,$0.13,1,72,https://www.tripadvisor.in/Tourism-g297628-Bengaluru_Bangalore_District_Karnataka-Vacations.html,Bengaluru,Karnataka,India,South,Bengaluru,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,bangalore,,g297628 district,1
56,howrah train station,1000000,51,2100.0,$0.04,4,25,https://www.tripadvisor.in/ShowUserReviews-g1234703-d12063574-r621704877-Howrah_Junction_Railway_Station-Howrah_Howrah_District_West_Bengal.html,,West Bengal,India,East,,,,,,tripadvisor.in,howrah station,,showuserreviews g1234703 d12063574 r621704877 junction railway howrah howrah district,1
57,udhagamandalam,1000000,9,33800.0,$0.14,1,61,https://www.tripadvisor.in/Attractions-g297679-Activities-Ooty_Udhagamandalam_The_Nilgiris_District_Tamil_Nadu.html,Ooty,Tamil Nadu,India,South,Ooty,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,udhagamandalam,,g297679 nilgiris district,1
58,terminal 2 bom,823000,29,2100.0,$0.09,6,32,https://www.tripadvisor.in/Attraction_Review-g304554-d25409148-Reviews-Chhatrapati_Shivaji_Airport_Terminal-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,terminal,,g304554 d25409148 chhatrapati shivaji airport,1
59,vrindavan in uttar pradesh,1000000,7,65900.0,$0.39,1,40,https://www.tripadvisor.in/Attractions-g951350-Activities-Vrindavan_Mathura_District_Uttar_Pradesh.html,Vrindavan,Uttar Pradesh,India,,Vrindavan,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g951350 mathura district,1
60,uttar pradesh varanasi,1000000,21,5600.0,$0.32,1,58,https://www.tripadvisor.in/Tourism-g297685-Varanasi_Varanasi_District_Uttar_Pradesh-Vacations.html,Varanasi,Uttar Pradesh,India,,Varanasi,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g297685 district,1
61,park near me,823000,4,304000.0,$0.98,1,35,https://www.tripadvisor.in/Attractions-g297586-Activities-c57-Hyderabad_Hyderabad_District_Telangana.html,Hyderabad,Telangana,India,South,Hyderabad,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297586 c57 district,1
62,old delhi junction,1220000,9,65900.0,$0,3,43,https://www.tripadvisor.in/Attraction_Review-g304551-d7299200-Reviews-Delhi_Junction_Railway_Station-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,junction,,g304551 d7299200 railway station national capital territory,1
63,indira nagar in bangalore,823000,11,25600.0,$0.31,7,37,https://www.tripadvisor.in/Attractions-g297628-Activities-zfn13087477-Bengaluru_Bangalore_District_Karnataka.html,Bengaluru,Karnataka,India,South,Bengaluru,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,bangalore,,g297628 zfn13087477 district,1
64,hyderabad secunderabad railway station,1000000,37,2100.0,$0.08,4,39,https://www.tripadvisor.in/LocationPhotoDirectLink-g297586-i44577577-Hyderabad_Hyderabad_District_Telangana.html,Hyderabad,Telangana,India,South,Hyderabad,,,,,tripadvisor.in,,,locationphotodirectlink g297586 i44577577 district,1
65,howrah station,1000000,37,2100.0,$0.21,5,49,https://www.tripadvisor.in/ShowUserReviews-g1234703-d12063574-r621704877-Howrah_Junction_Railway_Station-Howrah_Howrah_District_West_Bengal.html,,West Bengal,India,East,,,,,,tripadvisor.in,howrah station,,showuserreviews g1234703 d12063574 r621704877 junction railway howrah howrah district,1
66,howrah rail,1000000,62,2100.0,$0.05,4,23,https://www.tripadvisor.in/ShowUserReviews-g1234703-d12063574-r513391339-Howrah_Junction_Railway_Station-Howrah_Howrah_District_West_Bengal.html,,West Bengal,India,East,,,,,,tripadvisor.in,howrah,,showuserreviews g1234703 d12063574 r513391339 junction railway station howrah howrah district,1
67,krishna vijayawada,1000000,19,5900.0,$0.16,2,19,https://www.tripadvisor.in/Attraction_Review-g303876-d3207813-Reviews-Radha_Krishna_Temple-Vijayawada_Krishna_District_Andhra_Pradesh.html,Vijayawada,Andhra Pradesh,India,South,Vijayawada,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,krishna,,g303876 d3207813 radha temple krishna district,1
68,kolkata wb,1000000,24,4300.0,$0.21,1,51,https://www.tripadvisor.in/Tourism-g304558-Kolkata_Calcutta_Kolkata_District_West_Bengal-Vacations.html,Kolkata,West Bengal,India,East,Kolkata,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g304558 calcutta district,1
69,kashi varanasi,1000000,16,15000.0,$0.34,1,41,https://www.tripadvisor.in/Attraction_Review-g297685-d13859556-Reviews-Kashi_Vishwanath_Temple-Varanasi_Varanasi_District_Uttar_Pradesh.html,Varanasi,Uttar Pradesh,India,,Varanasi,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,kashi,,g297685 d13859556 vishwanath temple district,1
70,madras chennai,823000,12,65900.0,$0.41,1,72,https://www.tripadvisor.in/Tourism-g304556-Chennai_Madras_Chennai_District_Tamil_Nadu-Vacations.html,Chennai,Tamil Nadu,India,South,Chennai,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,madras,,g304556 district,1
71,delhi junction station,1000000,7,97300.0,$0.08,4,23,https://www.tripadvisor.in/Attraction_Review-g304551-d7299200-Reviews-Delhi_Junction_Railway_Station-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,junction station,,g304551 d7299200 railway national capital territory,1
72,vrindavan up,1000000,18,7500.0,$0.36,1,48,https://www.tripadvisor.in/Attractions-g951350-Activities-Vrindavan_Mathura_District_Uttar_Pradesh.html,Vrindavan,Uttar Pradesh,India,,Vrindavan,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g951350 mathura district,1
73,pune railway station,1000000,10,33800.0,$0.04,9,45,https://www.tripadvisor.in/Attraction_Review-g297654-d12558472-Reviews-Pune_Junction_Railway_Station-Pune_Pune_District_Maharashtra.html,Pune,Maharashtra,India,West,Pune,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,railway station,,g297654 d12558472 junction district,1
74,rishikesh in india,1000000,11,46900.0,$0.27,1,38,https://www.tripadvisor.in/Tourism-g580106-Rishikesh_Dehradun_District_Uttarakhand-Vacations.html,Rishikesh,Uttarakhand,India,North,Rishikesh,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g580106 dehradun district,1
75,south india ooty,1000000,7,97300.0,$0.20,2,37,https://www.tripadvisor.in/Attractions-g297679-Activities-Ooty_Udhagamandalam_The_Nilgiris_District_Tamil_Nadu.html,Ooty,Tamil Nadu,India,South,Ooty,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297679 udhagamandalam nilgiris district,1
76,gujarat gandhinagar,823000,14,19700.0,$0.10,3,41,https://www.tripadvisor.in/Attractions-g297609-Activities-Gandhinagar_Gandhinagar_District_Gujarat.html,Gandhinagar,Gujarat,India,West,Gandhinagar,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297609 district,1
77,dehradun,823000,9,46900.0,$0.69,3,61,https://www.tripadvisor.in/Attractions-g297687-Activities-Dehradun_Dehradun_District_Uttarakhand.html,Dehradun,Uttarakhand,India,North,Dehradun,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297687 district,1
78,connaught place,823000,8,46900.0,$0.93,5,49,https://www.tripadvisor.in/ShowUserReviews-g304551-d324103-r647274326-Connaught_Place-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,Connaught Place,,,,tripadvisor.in,,,showuserreviews g304551 d324103 r647274326 national capital territory,1
79,connaught in delhi,1000000,7,97300.0,$0.31,3,45,https://www.tripadvisor.in/Attraction_Review-g304551-d324103-Reviews-Connaught_Place-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,Connaught Place,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g304551 d324103 national capital territory,1
80,dominos,1000000,17,5900.0,$0.16,4,62,https://www.tripadvisor.in/Restaurant_Review-g297613-d8652774-Reviews-Domino_s-Vadodara_Vadodara_District_Gujarat.html,Vadodara,Gujarat,India,West,Vadodara,,Restaurant,Food & Dining,Food & Dining,tripadvisor.in,,,g297613 d8652774 domino district,1
81,delhi old delhi railway station,1000000,24,4300.0,$0.08,2,24,https://www.tripadvisor.in/Attraction_Review-g304551-d7299200-Reviews-Delhi_Junction_Railway_Station-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,railway station,,g304551 d7299200 junction national capital territory,1
82,tajmahal,1000000,29,2400.0,$0.76,8,50,https://www.tripadvisor.in/Attraction_Review-g297683-d24576776-Reviews-Tajmahal_Agra-Agra_Agra_District_Uttar_Pradesh.html,Agra,Uttar Pradesh,India,,Agra,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,tajmahal,,g297683 d24576776 district,1
83,old delhi railway,1220000,32,2100.0,$0.07,3,19,https://www.tripadvisor.in/Attraction_Review-g304551-d7299200-Reviews-Delhi_Junction_Railway_Station-New_Delhi_National_Capital_Territory_of_Delhi.html,New Delhi,Delhi,India,North,New Delhi,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,railway,,g304551 d7299200 junction station national capital territory,1
84,kolkata,1000000,13,25600.0,$0.25,1,52,https://www.tripadvisor.in/Tourism-g304558-Kolkata_Calcutta_Kolkata_District_West_Bengal-Vacations.html,Kolkata,West Bengal,India,East,Kolkata,,Tourism,Travel & Tourism,Tourism,tripadvisor.in,,,g304558 calcutta district,1
85,marine drive mumbai,40500,7,97300.0,$0.31,1,26,https://www.tripadvisor.in/Attraction_Review-g304554-d321437-Reviews-Marine_Drive-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,Marine Drive,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g304554 d321437,1
86,marine dr,1000000,6,97300.0,$0.10,5,32,https://www.tripadvisor.in/Attraction_Review-g304554-d321437-Reviews-Marine_Drive-Mumbai_Maharashtra.html,Mumbai,Maharashtra,India,West,Mumbai,Marine Drive,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g304554 d321437,1
87,ooty tamil nadu,823000,11,65900.0,$0.20,2,35,https://www.tripadvisor.in/Attractions-g297679-Activities-Ooty_Udhagamandalam_The_Nilgiris_District_Tamil_Nadu.html,Ooty,Tamil Nadu,India,South,Ooty,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297679 udhagamandalam nilgiris district,1
88,ooty south india,823000,8,97300.0,$0.22,2,34,https://www.tripadvisor.in/Attractions-g297679-Activities-Ooty_Udhagamandalam_The_Nilgiris_District_Tamil_Nadu.html,Ooty,Tamil Nadu,India,South,Ooty,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,,,g297679 udhagamandalam nilgiris district,1
89,ooty nilgiri,823000,9,97300.0,$0.24,2,48,https://www.tripadvisor.in/Attraction_Review-g297679-d3440016-Reviews-Nilgiri_Mountain_Railway-Ooty_Udhagamandalam_The_Nilgiris_District_Tamil_Nadu.html,Ooty,Tamil Nadu,India,South,Ooty,,Attraction,Tourism & Attractions,Attractions,tripadvisor.in,nilgiri,,g297679 d3440016 mountain railway udhagamandalam nilgiris district,1
