No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Area,Category,URL_Keyword,Unknown,Remaining_Url_Keywords,Priority Rank
52,ahmedabad,1500000,49,3150.0,$0.41,2,78,https://www.district.in/events/naram-lehja-20-by-kanha-kamboj-jun14-2026-buy-tickets,,,,,,,,,,events naram lehja 20 by kanha kamboj jun14 2026 buy tickets,1
53,super kings vs titans,2240000,12,29550.0,$0,1,34,https://www.district.in/events/screening-of-csk-vs-gt-chennai-super-kings-vs-gujarat-titans-may21-2026-buy-tickets,,Gujarat,India,West,,,,super kings vs titans,,events screening csk gt chennai vs may21 2026 buy tickets,1
54,2026,823000,34,3150.0,$0.06,1,38,https://www.district.in/movies/upcoming-hindi-movies,,,,,,,,,,movies upcoming hindi movies,1
55,movies in 2025,2240000,13,16950.0,$2,1,45,https://www.district.in/movies/upcoming-movies,,,,,,,,movies,,upcoming movies,1
56,2025 movie,2240000,11,22500.0,$2,1,46,https://www.district.in/movies/upcoming-movies,,,,,,,,,,movies upcoming movies,1
57,csk vs rr,823000,15,11250.0,$0.12,1,42,https://www.district.in/events/ipl-ticket-booking,,,,,,,,,,events ipl ticket booking,1
58,super kings vs royals,2240000,17,6832.0,$0,1,34,https://www.district.in/events/ipl-ticket-booking,,,,,,,,,,events ipl ticket booking,1
59,lucknow,1220000,34,2562.0,$0.09,1,43,https://www.district.in/events/naram-lehja-20-by-kanha-kamboj-may30-2026-buy-tickets,,,,,,,,,,events naram lehja 20 by kanha kamboj may30 2026 buy tickets,1
60,bengaluru,1220000,94,2562.0,$0.35,2,79,https://www.district.in/events/isl-2025-26-bengaluru-fc-vs-mumbai-city-fc-buy-tickets,Bengaluru,,,,Bengaluru,,,,,events isl 2025 26 fc vs mumbai city fc buy tickets,1
61,indians vs sunrisers,301000,24,2928.0,$0,1,42,https://www.district.in/events/ipl-ticket-booking,,,,,,,,,,events ipl ticket booking,1
62,royal challengers vs titans,2740000,26,2806.0,$0,1,34,https://www.district.in/events/ipl-ticket-booking,,,,,,,,,,events ipl ticket booking,1
63,mumbai indians vs punjab kings timeline,1000000,6,80398.0,$0,1,34,https://www.district.in/events/tata-ipl-2026-match-58-punjab-kings-vs-mumbai-indians-buy-tickets,,Punjab,India,North,,,,mumbai indians vs kings,,events tata ipl 2026 match 58 buy tickets,1
64,sunrisers vs royals,4090000,5,197640.0,$0,1,42,https://www.district.in/events/tata-ipl-2026-match-36-rajasthan-royals-vs-sunrisers-hyderabad-apr25-2026-buy-tickets,,Rajasthan,India,North,,,,sunrisers vs royals,,events tata ipl 2026 match 36 hyderabad apr25 2026 buy tickets,1
65,wpl 2026,18100,10,18300.0,$0,1,25,https://www.district.in/events/womens-premier-league-2026-team,,,,,,,,2026,,events womens premier league team,1
66,kkr vs rcb,3350000,32,2562.0,$0,1,42,https://www.district.in/events/ipl-ticket-booking,,,,,,,,,,events ipl ticket booking,1
67,kings vs royals,1830000,9,41236.0,$2.59,1,42,https://www.district.in/events/screening-of-pbks-vs-rr-punjab-kings-vs-rajasthan-royals-apr28-2026-buy-tickets,,Rajasthan,India,North,,,,kings vs royals,,events screening pbks rr punjab vs apr28 2026 buy tickets,1
68,ind vs,1220000,20,6222.0,$0,1,23,https://www.district.in/events/india-vs-afghanistan-1st-odi-jun14-2026-buy-tickets,,,India,,,,,vs,,events afghanistan 1st odi jun14 2026 buy tickets,1
69,dhurandhar the revenge,390,17,11102.0,$0,1,28,https://www.district.in/movies/dhurandhar-the-revenge-movie-tickets-in-gurgaon-MV211577,Gurugram,,,,Gurugram,,,dhurandhar revenge,,movies movie tickets gurgaon mv211577,1
70,chandigarh district,1000000,9,65900.0,$0.15,1,48,https://www.district.in/movies/chandigarh-movie-tickets,Chandigarh,Chandigarh,India,North,Chandigarh,,,,,movies movie tickets,1
71,films new,1600,7,46900.0,$0.21,1,65,https://www.district.in/movies/upcoming-movies,,,,,,,,,,movies upcoming movies,1
72,que,1000000,28,2100.0,$0.19,1,34,https://www.district.in/play/que-hub-snooker-academy-bommasandra-industrial-area-hebbagodi-slots-booking,,,,,,,,que,,play hub snooker academy bommasandra industrial area hebbagodi slots booking,1
73,faridabad,823000,112,2100.0,$0.04,4,62,https://www.district.in/play/rj-box-cricket-sector-143-faridabad-slots-booking,Faridabad,,,,Faridabad,,,,,play rj box cricket sector 143 slots booking,1
74,it,1000000,77,2100.0,$0.02,1,72,https://www.district.in/events/dance-workshop-by-beat-it-unclub-low-may17-2026-buy-tickets,,,,,,,,it,,events dance workshop by beat unclub low may17 2026 buy tickets,1
75,indira nagar,823000,88,2100.0,$0.47,8,50,https://www.district.in/events/perfumers-palette-perfume-making-workshop-may9-2026-buy-tickets,,,,,,,,,,events perfumers palette perfume making workshop may9 2026 buy tickets,1
76,vijayawada,1000000,39,2100.0,$0.58,1,61,https://www.district.in/events/hindi-bhajan-jamming-vijayawada-may17-2026-buy-tickets,Vijayawada,,,,Vijayawada,,,,,events hindi bhajan jamming may17 2026 buy tickets,1
77,new movie,1000000,4,97300.0,$0.41,2,60,https://www.district.in/movies/upcoming-movies,,,,,,,,,,movies upcoming movies,1
78,capitals vs super kings,1000000,17,7500.0,$0.17,1,35,https://www.district.in/events/ipl-ticket-booking,,,,,,,,,,events ipl ticket booking,1
79,ipl match tomorrow,673000,11,11300.0,$0.02,1,42,https://www.district.in/events/ipl-ticket-booking,,,,,,,,ipl,,events ticket booking,1
80,punjab kings vs delhi capitals,246000,3,162000.0,$0,1,23,https://www.district.in/events/tata-ipl-2026-match-35---delhi-capitals-vs-punjab-kings-buy-tickets,,Punjab,India,North,,,,kings vs delhi capitals,,events tata ipl 2026 match 35 buy tickets,1
81,cinema,1000000,6,46900.0,$0.29,1,60,https://www.district.in/movies/cinema-near-me,,,,,,,,cinema,,movies me,1
82,district,368000,1,304000.0,$0.39,3,61,https://www.district.in/,,,,,,,,,,,1
83,new movies new movie,1000000,6,65900.0,$0.31,1,66,https://www.district.in/movies/upcoming-movies,,,,,,,,movies,,upcoming movies,1
84,new in movies,1000000,5,65900.0,$0.14,1,82,https://www.district.in/movies/upcoming-movies,,,,,,,,movies,,upcoming movies,1
85,new movies,1000000,10,25600.0,$0.41,2,64,https://www.district.in/movies/upcoming-movies,,,,,,,,movies,,upcoming movies,1
86,shivaji nagar,823000,76,2100.0,$0.18,5,49,https://www.district.in/events/perfumers-palette-perfume-making-workshop-apr25-2026-buy-tickets,,,,,,,,,,events perfumers palette perfume making workshop apr25 2026 buy tickets,1
87,united fried chicken,673000,12,12345.0,$0.29,1,21,https://www.district.in/dining/kolkata/ufc-unique-fried-chicken-barasat,Kolkata,,,,Kolkata,,Restaurant,fried chicken,,ufc unique barasat,1
88,tamil movies,673000,10,16213.0,$0.04,1,47,https://www.district.in/movies/tamil-movies-tickets-in-chennai,Chennai,,,,Chennai,,,tamil movies,,movies tickets,1
89,bookmyshow in hyd,823000,21,2222.0,$0.26,1,42,https://www.district.in/movies/hyderabad-movie-tickets,Hyderabad,,,,Hyderabad,,,,,movies movie tickets,1
90,ambience mall,673000,22,3538.0,$1.07,10,51,https://www.district.in/movies/pepsi-pvr-ambience-ambience-mall-gurugram-in-gurgaon-CD1022302,Gurugram,,,,Gurugram,,,ambience mall,,movies pepsi pvr ambience gurgaon cd1022302,1
91,qutub minar,550000,18,6172.0,$0.47,5,49,https://www.district.in/events/qutub-minar-jan1-1970-buy-tickets,,,,,,,,qutub minar,,events jan1 1970 buy tickets,1
92,pro kabaddi league 2025,823000,7,27817.0,$0,1,27,https://www.district.in/events/pkl-2025-delhi-team,Delhi,Delhi,India,North,Delhi,,,2025,,events pkl team,1
93,lal qila red fort,823000,6,80077.0,$0.05,7,32,https://www.district.in/events/red-fort-jan1-1970-buy-tickets,,,,,,,,red fort,,events jan1 1970 buy tickets,1
94,bookmyshow hyderabad,823000,7,21068.0,$0.06,1,47,https://www.district.in/movies/,,,,,,,,,,movies,1
95,tamil movie,673000,7,54235.0,$0.03,1,47,https://www.district.in/movies/tamil-movies-tickets-in-chennai,Chennai,,,,Chennai,,,tamil,,movies movies tickets,1
96,tamil cinema movies,673000,9,27817.0,$0.10,1,77,https://www.district.in/movies/tamil-movies-tickets-in-chennai,Chennai,,,,Chennai,,,tamil movies,,movies tickets,1
97,by,823000,30,1728.0,$0.62,1,40,https://www.district.in/events/board-games-by-playdate-unclub-gurgaon-may10-2026-buy-tickets,Gurugram,,,,Gurugram,,,by,,events board games playdate unclub gurgaon may10 2026 buy tickets,1
98,love,823000,67,1728.0,$0.64,1,71,https://www.district.in/events/screening-of-in-the-mood-for-lovescc-candlelight-cinema-may24-2026-buy-tickets,,,,,,,,,,events screening mood lovescc candlelight cinema may24 2026 buy tickets,1
99,red fort located,823000,11,21068.0,$0.05,7,47,https://www.district.in/events/red-fort-jan1-1970-buy-tickets,,,,,,,,red fort,,events jan1 1970 buy tickets,1
100,hyderabad bookmyshow,823000,10,9299.0,$0.01,1,41,https://www.district.in/movies/hyderabad-movie-tickets,Hyderabad,,,,Hyderabad,,,,,movies movie tickets,1
101,lal qila new delhi,823000,9,54235.0,$0.04,6,37,https://www.district.in/events/red-fort-jan1-1970-buy-tickets,,,,,,,,,,events red fort jan1 1970 buy tickets,1
102,r r vs c s k,823000,30,1728.0,$0.36,1,20,https://www.district.in/events/ipl-ticket-booking,,,,,,,,,,events ipl ticket booking,1
103,movies coimbatore,823000,4,80077.0,$0.08,1,47,https://www.district.in/movies/coimbatore-movie-tickets,Coimbatore,,,,Coimbatore,,,movies,,movie tickets,1
104,yo movies,823000,18,3538.0,$0,1,47,https://www.district.in/events/my-story-india-chapter-yo-yo-honey-singh-live-in-kolkata-2026-buy-tickets,Kolkata,,India,,Kolkata,,,yo,,events my story chapter yo honey singh live 2026 buy tickets,1
105,bms hyd,823000,9,12345.0,$0.01,1,40,https://www.district.in/movies/hyderabad-movie-tickets,Hyderabad,,,,Hyderabad,,,,,movies movie tickets,1
106,movie coimbatore,823000,4,80077.0,$0.22,1,39,https://www.district.in/movies/coimbatore-movie-tickets,Coimbatore,,,,Coimbatore,,,movie,,movies tickets,1
107,raja saab,165000,11,21068.0,$0,1,47,https://www.district.in/movies/the-raja-saab-movie-tickets-in-ron-MV169449,,,,,,,,raja saab,,movies movie tickets ron mv169449,1
108,p k l 2025,823000,4,54235.0,$0,1,38,https://www.district.in/events/pkl-2025-delhi-team,Delhi,Delhi,India,North,Delhi,,,2025,,events pkl team,1
109,nandi hills,823000,13,16213.0,$0.56,3,48,https://www.district.in/events/nandi-hills-sunrise-trek-by-tripbae-jul19-2024-buy-tickets,,,,,,,,nandi hills,,events sunrise trek by tripbae jul19 2024 buy tickets,1
110,english to bangalore,823000,91,1728.0,$0.49,1,37,https://www.district.in/movies/bengaluru-movie-tickets,Bengaluru,,,,Bengaluru,,,,,movies movie tickets,1
111,cricket match live ipl,823000,43,1728.0,$0.03,1,65,https://www.district.in/events/ipl-ticket-booking,,,,,,,,ipl,,events ticket booking,1
112,movies download movie,823000,31,1728.0,$0.12,1,75,https://www.district.in/movies/kangula-maa-kali-ra-danda-nacha-movie-tickets-MV219753,,,,,,,,movies movie,,kangula maa kali ra danda nacha tickets mv219753,1
113,raja saab movie,201000,15,7489.0,$0,1,42,https://www.district.in/movies/the-raja-saab-movie-tickets-in-ron-MV169449,,,,,,,,raja saab movie,,movies tickets ron mv169449,1
114,kantara chapter 1,110000,16,9299.0,$0.12,1,42,https://www.district.in/movies/kantara-a-legend-chapter-1-movie-tickets-in-ambajogai-MV165830,,,,,,,,kantara chapter,,movies legend movie tickets ambajogai mv165830,1
115,tamil movies tamil movie,823000,14,12345.0,$0.05,1,62,https://www.district.in/movies/tamil-movies-tickets-in-chennai,Chennai,,,,Chennai,,,tamil movies,,movies tickets,1
116,jolly llb 3,90500,11,21068.0,$0,1,40,https://www.district.in/movies/jolly-llb-3-movie-tickets-in-ron-MV172789,,,,,,,,jolly llb,,movies movie tickets ron mv172789,1
117,red fort,823000,18,7489.0,$0.56,6,49,https://www.district.in/events/red-fort-jan1-1970-buy-tickets,,,,,,,,red fort,,events jan1 1970 buy tickets,1
118,pro kabaddi 2025,823000,8,21068.0,$0,1,31,https://www.district.in/events/pkl-2025-delhi-team,Delhi,Delhi,India,North,Delhi,,,2025,,events pkl team,1
119,bms hyderabad,823000,14,4855.0,$0.01,1,47,https://www.district.in/movies/hyderabad-movie-tickets,Hyderabad,,,,Hyderabad,,,,,movies movie tickets,1
120,ambience mall gurgaon,673000,7,27817.0,$1.07,10,46,https://www.district.in/movies/pepsi-pvr-ambience-ambience-mall-gurugram-in-gurgaon-CD1022302,Gurugram,,,,Gurugram,,,ambience mall gurgaon,,movies pepsi pvr ambience cd1022302,1
121,dhurandhar 2 release date,0,15,9299.0,$0,1,4,https://www.district.in/movies/dhurandhar-the-revenge-movie-tickets-MV211577,,,,,,,,dhurandhar,,movies revenge movie tickets mv211577,1
122,red fort in delhi india,823000,8,27817.0,$0.05,4,44,https://www.district.in/events/red-fort-jan1-1970-buy-tickets,,,,,,,,red fort,,events jan1 1970 buy tickets,1
123,pkl 2025,368000,4,54235.0,$0,1,25,https://www.district.in/events/pkl-2025-delhi-team,Delhi,Delhi,India,North,Delhi,,,pkl 2025,,events team,1
124,picture,823000,31,1728.0,$0.87,1,78,https://www.district.in/movies/picture-boyz-movie-tickets-in-nagda-MV218974,,,,,,,,picture,,movies boyz movie tickets nagda mv218974,1
125,films tamil,673000,22,2715.0,$0.10,1,73,https://www.district.in/movies/upcoming-tamil-movies,,,,,,,,tamil,,movies upcoming movies,1
126,jodhpur jodhpur,673000,55,1413.0,$0.26,1,48,https://www.district.in/events/naram-lehja-20-by-kanha-kamboj-jun20-2026-buy-tickets,,,,,,,,,,events naram lehja 20 by kanha kamboj jun20 2026 buy tickets,1
127,adyar ananda bhavan a2b,550000,17,6124.0,$0.21,6,33,https://www.district.in/dining/chennai/a2b-adyar-ananda-bhavan-adyar,Chennai,,,,Chennai,,Restaurant,adyar ananda bhavan a2b,,adyar,1
128,real madrid versus barcelona,1220000,15,10095.0,$0.56,1,34,https://www.district.in/events/watch-el-clsico-live-at-smaaash-real-madrid-vs-fc-barcelona-mumbai-may9-2026-buy-tickets,Mumbai,,,,Mumbai,,,real madrid barcelona,,events watch el clsico live at smaaash vs fc may9 2026 buy tickets,1
129,telugu,823000,19,3432.0,$0.11,1,60,https://www.district.in/events/ilakathamafiliya-a-telugu-standup-comedy-show-apr25-2026-buy-tickets,,,,,,,,telugu,,events ilakathamafiliya standup comedy show apr25 2026 buy tickets,1
130,koramangala,673000,92,1413.0,$0.67,6,62,https://www.district.in/events/perform-may30-2026-buy-tickets,,,,,,,,,,events perform may30 2026 buy tickets,1
131,bhajan,673000,13,7604.0,$0.24,1,60,https://www.district.in/events/bhajan-clubbing-live-with-krsna-sansaar-mumbai-29-may-2026--may29-2026-buy-tickets,Mumbai,,,,Mumbai,,,bhajan,,events clubbing live krsna sansaar 29 may 2026 may29 2026 buy tickets,1
132,as,673000,47,1413.0,$0.02,1,52,https://www.district.in/events/grin-revolution-twice-as-good-w-urooj-raunaq-may19-2026-buy-tickets,,,,,,,,as,,events grin revolution twice good urooj raunaq may19 2026 buy tickets,1
133,live,673000,37,1413.0,$0.09,1,60,https://www.district.in/events/ashwin-srinivas-live-in-chennai-may9-2026-buy-tickets,Chennai,,,,Chennai,,,live,,events ashwin srinivas may9 2026 buy tickets,1
134,rajasthan,673000,27,1615.0,$0.16,1,72,https://www.district.in/events/tata-ipl-2026-match-40-punjab-kings-vs-rajasthan-royals-buy-tickets,,Rajasthan,India,North,,,,,,events tata ipl 2026 match 40 punjab kings vs royals buy tickets,1
135,friends,673000,34,1413.0,$0.26,1,75,https://www.district.in/play/friends-badminton-academy-malviya-nagar-jaipur-slots-booking,Jaipur,,,,Jaipur,,,friends,,play badminton academy malviya nagar slots booking,1
136,rajkot,673000,46,1413.0,$0.22,1,61,https://www.district.in/events/mere-krishn-a-live-theatrical-experience-of-shree-krishns-life-rajkot-2026-buy-tickets,Rajkot,,,,Rajkot,,,,,events mere krishn live theatrical experience shree krishns life 2026 buy tickets,1
137,swimming pool near me,550000,7,65482.0,$0.20,5,36,https://www.district.in/play/swimming-pools-in-gurgaon,Gurugram,,,,Gurugram,,,swimming,,play pools gurgaon,1
138,bangalore bookmyshow,673000,9,13258.0,$0.03,1,48,https://www.district.in/movies/,,,,,,,,,,movies,1
139,do,673000,42,1413.0,$0.31,1,70,https://www.district.in/movies/pati-patni-aur-woh-do-movie-tickets-in-narwana-MV186836,,,,,,,,do,,movies pati patni aur woh movie tickets narwana mv186836,1
140,dhurandhar movie,550000,11,22747.0,$0.03,1,47,https://www.district.in/movies/dhurandhar-the-revenge-movie-tickets-in-gurgaon-MV211577,Gurugram,,,,Gurugram,,,dhurandhar movie,,movies revenge tickets gurgaon mv211577,1
