No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category,Unknown,Remaining_data,Url_Keywords,Priority Rank
29,restaurants near me with vegetarian,1000000,6,162000,$0.04,12,23,https://www.swiggy.com/veg-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
30,t's bar and grill,1000000,17,4300,$0.05,1,23,https://www.swiggy.com/restaurants/t-grill-narayanaguda-hyderabad-903919/dineout,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
31,coffee near me,1000000,6,162000,$0.32,5,44,https://www.swiggy.com/hot-coffee-dish-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
32,veg restaurants near me,1000000,4,304000,$0.17,8,57,https://www.swiggy.com/veg-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
33,vegetarian restaurants near me,1000000,5,162000,$0.20,10,38,https://www.swiggy.com/veg-order-online-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
34,domino's,1000000,15,9100,$0.12,3,66,https://www.swiggy.com/city/bangalore/dominos-pizza,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
35,near me mcdonald's,4400,11,25600,$0.05,4,52,https://www.swiggy.com/mcdonalds-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
36,secunderabad jn railway station,1000000,43,2100,$0.10,4,25,https://www.swiggy.com/order-food-online-in-train,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
37,bangalore south india,1000000,37,2100,$0.32,1,50,https://www.swiggy.com/city/bangalore/south-indian-cuisine-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
38,mcdonald's near me,1000000,7,65900,$0.14,2,43,https://www.swiggy.com/mcdonalds-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
39,indiranagar,823000,12,19700,$0.31,7,63,https://www.swiggy.com/city/bangalore/indiranagar-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
40,dot and key,550000,67,1728,$0.29,99,38,https://www.swiggy.com/stores/instamart/p/dot-key-sunscreen-spf-50-pa-with-vitamin-c-e-D0F3H7V9OA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
41,kfc near me,673000,8,54235,$0.09,12,46,https://www.swiggy.com/kfc-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
42,store close to me,823000,9,21068,$0.12,5,41,https://www.swiggy.com/instamart,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
43,justdial,823000,54,1728,$0.50,7,63,https://www.swiggy.com/support/issues/faq,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
44,kentucky fried chicken near by me,823000,9,54235,$0.08,7,29,https://www.swiggy.com/kfc-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
45,united fried chicken,673000,5,80077,$0.29,1,21,https://www.swiggy.com/city/guntur/ufc-united-fried-chicken-brindavan-gardens-lakshmipuram-rest509569,Guntur,Unknown,Unknown,Unknown,Guntur,Unknown,,,,1
46,dhaba near me,550000,6,65482,$0.13,4,44,https://www.swiggy.com/city/delhi/punjabi-dhaba,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
47,adyar ananda bhavan a2b,550000,12,17228,$0.21,6,33,https://www.swiggy.com/city/chennai/a2b-adyar-ananda-bhavan-george-town-rest1106745,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
48,hdfc bank atm customer care number,673000,58,1413,$0,1,27,https://www.swiggy.com/swiggy-hdfc-bank-credit-card,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
49,gurgaon indian,550000,8,65482,$0.14,2,22,https://www.swiggy.com/city/gurgaon/indian-cuisine-restaurants,Gurugram,Unknown,Unknown,Unknown,Gurugram,Restaurant,,,,1
50,ayodhya location,1000000,113,1413,$0.14,1,47,https://www.swiggy.com/instamart,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
51,food near me,673000,5,109026,$0.24,9,46,https://www.swiggy.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
52,nearest domino's from me,673000,10,13258,$0.08,7,28,https://www.swiggy.com/dominos-pizza-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
53,choc o late,673000,42,1413,$0.01,62,24,https://www.swiggy.com/city/hyderabad/xocolatl-himayath-nagar-rest985604,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
54,barbeque nation,550000,14,10095,$0.22,2,48,https://www.swiggy.com/city/bangalore/barbeque-nation,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
55,dominos near me,673000,11,17228,$0.15,3,43,https://www.swiggy.com/dominos-pizza-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
56,domino's pizza,1000000,17,5047,$0.18,3,48,https://www.swiggy.com/city/bangalore/dominos-pizza,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
57,gurgaon,550000,23,2893,$0.81,2,56,https://www.swiggy.com/city/gurgaon,Gurugram,Unknown,Unknown,Unknown,Gurugram,Unknown,,,,1
58,biryani near.me,550000,5,89100,$0.09,7,20,https://www.swiggy.com/chicken-biryani-dish-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
59,biryani near me,450000,5,89100,$0.18,6,22,https://www.swiggy.com/biryani-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
60,baking near me,550000,19,3080,$0.07,13,22,https://www.swiggy.com/city/haridwar/cakes-and-bakes-krishna-nagar-kankhal-rest808065,Haridwar,Unknown,Unknown,Unknown,Haridwar,Unknown,,,,1
61,bakeries near me,550000,16,4125,$0.13,11,46,https://www.swiggy.com/city/muzaffarnagar/bakery-dish-restaurants,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
62,the belgian waffle co,301000,8,36245,$0.19,9,37,https://www.swiggy.com/city/delhi/the-belgian-waffle-co,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
63,bakery close to me,450000,5,89100,$0.16,8,37,https://www.swiggy.com/bakery-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
64,nothing phone 3a,450000,28,1210,$0.04,100,41,https://www.swiggy.com/instamart/p/nothing-phone-3a-8-gb-ram-256-gb-storage-5000-mah-battery-50-mp-50-mp-8-mp-rear-camera-6-77-display-white-Y3VEF7044C,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
65,pizza,550000,11,25795,$0.14,7,63,https://www.swiggy.com/collections/83631?collection_id=83631&search_context=pizza&tags=layout_CCS_Pizza&type=rcv2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
66,haldiram,550000,19,4125,$0.07,13,64,https://www.swiggy.com/city/delhi/haldirams,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
67,earphones with earbuds,550000,24,1485,$0.03,97,38,https://www.swiggy.com/instamart/campaign-collection/listing?custom_back=true&layoutId=5663,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
68,earbuds and headphones,550000,39,1155,$0.03,96,71,https://www.swiggy.com/instamart/campaign-collection/listing?custom_back=true&layoutId=5663,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
69,bakery near me,450000,6,89100,$0.15,9,45,https://www.swiggy.com/city/vijayawada/bakery-cuisine-restaurants,Vijayawada,Unknown,Unknown,Unknown,Vijayawada,Restaurant,,,,1
70,restaurants nearby,450000,6,89100,$0.53,5,49,https://www.swiggy.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
71,naturals ice cream,368000,9,25795,$0.09,5,44,https://www.swiggy.com/city/mumbai/natural-ice-cream,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
72,best restaurants near me,450000,6,43785,$0.21,12,71,https://www.swiggy.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
73,best meal near me,450000,3,72900,$0.17,11,38,https://www.swiggy.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
74,ice creams,550000,11,15210,$0.30,21,54,https://www.swiggy.com/collections/83640?collection_id=83640&tags=layout_CCS_IceCreams&type=rcv2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
75,oneplus 13r,550000,36,945,$0.03,99,77,https://www.swiggy.com/instamart/p/oneplus-13r-12-gb-ram-256-gb-storage-6000-mah-battery-50-mp-rear-camera-6-78-display-nebula-noir-FX8HVM55XI,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
76,muscleblaze,450000,21,1485,$0.12,95,89,https://www.swiggy.com/instamart/city/bangalore/b/muscleblaze,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
77,domino's pizza near me,368000,17,3375,$0.18,3,35,https://www.swiggy.com/dominos-pizza-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
78,sultanpur,368000,77,945,$8.67,1,61,https://www.swiggy.com/city/sultanpur/sultanpur-pizza-panchayat-gate-nagar-tikonia-park-rest504925,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
79,roorkee uk,450000,17,3375,$0.06,1,20,https://www.swiggy.com/city/roorkee/uk-macchiwala-civil-lines-roorkee-talkies-rest823673,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
80,muscle blaze,368000,30,945,$0.19,96,76,https://www.swiggy.com/instamart/city/noida/b/muscleblaze,Noida,Unknown,Unknown,Unknown,Noida,Unknown,,,,1
81,best meals near me,450000,6,72900,$0.17,11,38,https://www.swiggy.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
82,best food restaurants near me,450000,5,72900,$0.23,14,39,https://www.swiggy.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
83,indian karnal,450000,23,1935,$0.13,1,21,https://www.swiggy.com/city/karnal/the-great-indian-food-sector-13-dyal-singh-colony-rest376717,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
84,one plus 13r,450000,39,945,$0.03,95,71,https://www.swiggy.com/instamart/p/oneplus-13r-12-gb-ram-256-gb-storage-6000-mah-battery-50-mp-rear-camera-6-78-display-nebula-noir-FX8HVM55XI,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
85,best eateries near me,450000,6,72900,$0.21,12,38,https://www.swiggy.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
86,dominos near me near me,450000,10,15210,$0.07,3,37,https://www.swiggy.com/dominos-pizza-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
87,ice cream,550000,29,1035,$0.24,66,53,https://www.swiggy.com/city/chennai/ice-cream-cuisine-restaurants,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant,,,,1
88,coimbatore gandhipuram,450000,49,945,$0.40,5,49,https://www.swiggy.com/city/coimbatore/ss-hyderabad-biryani-dr-rajendra-prasad-road-gandhipuram-rest405679,Coimbatore,Unknown,Unknown,Unknown,Coimbatore,Unknown,,,,1
89,delhi majnu tilla,301000,8,24251,$0.12,3,26,https://www.swiggy.com/city/delhi/majnu-ka-tila-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant,,,,1
90,burger king near me,368000,8,24251,$0.26,2,35,https://www.swiggy.com/burger-king-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
91,veg,368000,18,2760,$0.01,34,64,https://www.swiggy.com/veg-order-online-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
92,foods in odisha,368000,58,772,$0,1,28,https://blog.swiggy.com/food/traditional-food-of-odisha-must-try-food/,Unknown,Odisha,India,East,Unknown,Unknown,,,,1
93,burger king nearest to me,368000,8,24251,$0.04,6,15,https://www.swiggy.com/burger-king-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
94,cookies,301000,85,772,$0.09,21,37,https://blog.swiggy.com/food/eight-different-types-of-cookies/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
95,starbucks near me,301000,8,24251,$0.71,3,43,https://www.swiggy.com/starbucks-coffee-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
96,star box near me,368000,12,9420,$0.05,3,38,https://www.swiggy.com/city/hyderabad/starbucks-coffee,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
97,church street,301000,12,7249,$0.01,15,52,https://www.swiggy.com/city/bangalore/church-street-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
98,original gangster,368000,20,1876,$0,1,47,https://www.swiggy.com/instamart/pc/original-gangster-booklet-of-32-brown-leaves-and-32-tips-king-sized-OHFOYQLR8Y,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
99,anand's,368000,42,772,$0.12,1,49,https://www.swiggy.com/city/noida/anands-chicken-subhash-market-naya-ganj-ghaziabad-rest1086607,Ghaziabad,Unknown,Unknown,Unknown,Ghaziabad,Unknown,,,,1
100,food in odisha,368000,41,772,$0,1,35,https://blog.swiggy.com/food/traditional-food-of-odisha-must-try-food/,Unknown,Odisha,India,East,Unknown,Unknown,,,,1
101,swiggy instamart,368000,1,111872,$0.04,14,52,https://www.swiggy.com/instamart,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
102,select citywalk new delhi delhi,368000,20,1582,$0.07,4,29,https://www.swiggy.com/city/delhi/select-citywalk-mall-landmark-restaurants-dineout,Delhi,Delhi,India,North,Delhi,Restaurant,,,,1
103,food,368000,13,12438,$0.32,3,72,https://www.swiggy.com/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
104,bar,368000,27,883,$0.14,2,36,https://www.swiggy.com/city/ludhiana/best-bars-restaurants-dineout,Ludhiana,Unknown,Unknown,Unknown,Ludhiana,Restaurant,,,,1
105,pure veg restaurants near me,301000,4,111872,$0.10,8,37,https://www.swiggy.com/veg-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
106,haldiram near me,301000,10,12438,$0.16,2,43,https://www.swiggy.com/city/delhi/haldirams,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
107,baskin robbins,301000,55,772,$0.04,4,49,https://www.swiggy.com/stores/instamart/search?query=Apsara+Ice+Creams,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
108,near me burger king,450000,9,17259,$0.03,7,13,https://www.swiggy.com/burger-king-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
109,majnu tilla delhi,301000,16,3348,$0.16,5,28,https://www.swiggy.com/city/delhi/majnu-ka-tila-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant,,,,1
110,majnu ka tila,301000,7,24251,$0,2,43,https://www.swiggy.com/city/delhi/majnu-ka-tila-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant,,,,1
111,pizza hut,550000,10,9420,$0.22,10,51,https://www.swiggy.com/city/chennai/pizza-hut,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
112,nearest starbucks to me,368000,9,17259,$0.10,2,20,https://www.swiggy.com/starbucks-coffee-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
113,pizza near me,301000,7,24251,$0.19,9,45,https://www.swiggy.com/veg-pizza-dish-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
114,house,368000,47,772,$0.70,1,72,https://www.swiggy.com/city/chennai/house-of-andhra-mmda-colony-valasaravakkam-rest1254678,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
115,pizza near me near me,368000,8,17259,$0.14,8,23,https://www.swiggy.com/city/haridwar/pizzas-dish-restaurants,Haridwar,Unknown,Unknown,Unknown,Haridwar,Restaurant,,,,1
116,og's,368000,11,17259,$0.13,1,29,https://www.swiggy.com/restaurants/ogs-pizza-and-grill-sector-104-noida-826183/dineout,Noida,Unknown,Unknown,Unknown,Noida,Restaurant,,,,1
117,restaurants nearby near me,165000,5,59616,$0.04,13,72,https://www.swiggy.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
118,herb rosemary,301000,54,772,$0.19,96,76,https://www.swiggy.com/instamart/p/rosemary-2J982W6OO6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
119,hdfc cards login,450000,33,772,$0.31,1,42,https://www.swiggy.com/swiggy-hdfc-bank-credit-card,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
120,peni,301000,23,1294,$0.02,1,24,https://www.swiggy.com/city/kottayam/peni-ice-candy-chalukunnu-kottayam-rest921282,Kottayam,Unknown,Unknown,Unknown,Kottayam,Unknown,,,,1
121,momos,450000,8,29287,$0.18,1,61,https://www.swiggy.com/collections/80461?collection_id=80461&tags=layout_CCS_Momos&type=rcv2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
122,jobs careers near me,301000,9,5929,$0.11,1,85,https://careers.swiggy.com/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
123,jobs career near me,301000,7,10173,$0.13,1,32,https://careers.swiggy.com/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
124,quilon kerala,246000,30,692,$0.43,1,37,https://www.swiggy.com/city/kollam/quilon-lunch-home-chengotta-road-chamakkada-rest132048,Kollam,Unknown,Unknown,Unknown,Kollam,Unknown,,,,1
125,non veg restaurants near me,246000,4,91504,$0.23,9,37,https://www.swiggy.com/non-veg-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
126,strawberry,301000,38,632,$0.13,56,46,https://www.swiggy.com/instamart/p/mahabaleshwar-strawberry-RC0Y143AUT,Mahabaleshwar,Unknown,Unknown,Unknown,Mahabaleshwar,Unknown,,,,1
127,biryani,368000,7,29287,$0.16,2,61,https://www.swiggy.com/collections/83639?collection_id=83639&search_context=biryani&tags=layout_CCS_Biryani&type=rcv2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
128,supermarket close to me,301000,8,19835,$0.21,4,25,https://www.swiggy.com/instamart,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
129,matka chennai,301000,8,5929,$0,1,11,https://www.swiggy.com/city/chennai/itminaan-matka-biryani-slow-cooked-chrompet-rest585276,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
130,delhi vasant vihar,301000,34,632,$0.11,4,23,https://www.swiggy.com/city/delhi/vasant-vihar-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant,,,,1
131,non vegetarian restaurants near me,246000,4,91504,$0.19,10,38,https://www.swiggy.com/non-veg-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
132,nexus shantiniketan,246000,13,3401,$0.90,15,52,https://www.swiggy.com/city/bangalore/nexus-shantiniketan-mall-landmark-restaurants-dineout,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
133,momo,368000,20,1535,$0.17,1,61,https://www.swiggy.com/city/medinipur/momo-kraft-rabindra-nagar-midnapore-rest1100251,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
134,grocery store,368000,10,14116,$0.36,1,48,https://www.swiggy.com/instamart,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
135,kerala quilon,246000,56,632,$0.23,1,37,https://www.swiggy.com/city/kollam/quilon-lunch-home-chengotta-road-chamakkada-rest132048,Kollam,Unknown,Unknown,Unknown,Kollam,Unknown,,,,1
136,supermarket near me,246000,7,29287,$1.29,4,44,https://www.swiggy.com/instamart,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
137,subway,368000,23,1294,$0.25,1,61,https://www.swiggy.com/city/delhi/subway,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
138,dot and key sunscreen,246000,20,1294,$0.13,100,65,https://www.swiggy.com/instamart/p/dot-key-vitamin-c-e-super-bright-sunscreen-spf-50-pa-P935LA9R76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
139,dosa wala near me,201000,6,39852,$0.21,6,36,https://www.swiggy.com/city/delhi/masala-dosa-dish-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant,,,,1
140,restaurant with bar near me,246000,6,39852,$0.06,18,23,https://www.swiggy.com/city/vizag/best-bars-restaurants-dineout,Visakhapatnam,Unknown,Unknown,Unknown,Visakhapatnam,Restaurant,,,,1
141,ice cream near me,201000,6,23935,$0.36,5,36,https://www.swiggy.com/city/patna/ice-cream-dish-restaurants,Patna,Unknown,Unknown,Unknown,Patna,Restaurant,,,,1
142,breakfast meal near me,246000,5,39852,$0.08,10,23,https://www.swiggy.com/breakfast-dish-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
143,vijayawada station,246000,88,516,$0,1,48,https://www.swiggy.com/order-food-online-in-train,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
144,kritaa nagar,246000,7,16211,$0.17,4,20,https://www.swiggy.com/restaurants/kritaa-nagar-nanakramguda-hyderabad-1066683/dineout,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
145,near food restaurant,246000,5,39852,$0.07,15,30,https://www.swiggy.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
146,momo wow,246000,17,2238,$0.14,2,38,https://www.swiggy.com/instamart/p/wow-momo-chicken-cheese-momos-TFNXC8FUVM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
147,cyber hub dlf cyber city,246000,21,1254,$0.04,5,39,https://www.swiggy.com/restaurants/cyberhub-social-dlf-cyber-city-gurgaon-853586/dineout,Gurugram,Unknown,Unknown,Unknown,Gurugram,Restaurant,,,,1
148,breakfast near me,201000,7,23935,$0.36,8,45,https://www.swiggy.com/breakfast-dish-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
149,wow momo,201000,17,2238,$0.28,3,48,https://www.swiggy.com/city/hyderabad/wow-momo,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
