No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category,Unknown,Remaining_data,Url_Keywords,Priority Rank
19,suzlon energy share price,4090000,66,7035,$0.48,1,34,https://www.justdial.com/verticals/stocks/price-quote/suzlon-energy-limited/suzlon-bo,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
20,suzlon stock price,3350000,74,7035,$0.48,1,41,https://www.justdial.com/verticals/stocks/price-quote/suzlon-energy-limited/suzlon-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
21,mazi naukri com,3350000,8,85760,$0.53,1,18,https://www.justdial.com/Aurangabad-Maharashtra/Majhi-Naukri-Near-Maji-Sainik-Colony-Padegaon-Jalna-Road-Aurangabad/9999PX240-X240-220519003205-D2F2_BZDET,Aurangabad,Maharashtra,India,West,Aurangabad,Unknown,,,,1
22,blue dart express ltd,2740000,8,180566,$0.21,1,25,https://www.justdial.com/Malappuram/Blue-Dart-Express-Surya-Nagar-Perumparamb-Areacode/9999PX483-X483-180903153927-D5B8_BZDET,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
23,bse ltd share price,2740000,78,5754,$0.95,1,34,https://www.justdial.com/verticals/stocks/price-quote/bse-limited/bse-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
24,bluedart,2740000,14,16166,$0.16,1,61,https://www.justdial.com/Jalandhar/Blue-Dart-Express-Near-Indian-Oil-Depot-Chogetti/0181PX181-X181-191116115937-I4I8_BZDET,Jalandhar,Unknown,Unknown,Unknown,Jalandhar,Unknown,,,,1
25,bse limited share price,2740000,65,5754,$0.31,1,34,https://www.justdial.com/verticals/stocks/price-quote/bse-limited/bse-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
26,reliance digital,2740000,13,41100,$0.04,9,50,https://www.justdial.com/Bangalore/Reliance-Digital-Near-Rammurthy-Nagar-Banaswadi/080PXX80-XX80-200702012821-E3F2_BZDET,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
27,blue dart,2740000,4,832960,$0.20,1,48,https://www.justdial.com/Pune/Courier-Services-Blue-Dart-in-Yewalewadi/nct-10145487,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
28,bluedart express,2740000,10,92612,$0.16,1,48,https://www.justdial.com/Chennai/Blue-Dart-Express/nct-12099485,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
29,bse ltd stock price,2740000,76,5754,$0.31,1,34,https://www.justdial.com/verticals/stocks/price-quote/bse-limited/bse-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
30,nifty 50 today,2740000,70,5754,$0.64,1,43,https://www.justdial.com/verticals/stocks/price-quote/nifty-50/%5ENSEI/industries,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
31,mcdonald's,2740000,30,6028,$0.19,5,62,https://www.justdial.com/Thiruvananthapuram/McDonalds/nct-11976209,Thiruvananthapuram,Unknown,Unknown,Unknown,Thiruvananthapuram,Unknown,,,,1
32,nifty fifty today,2740000,67,5754,$0.14,1,42,https://www.justdial.com/verticals/stocks/price-quote/nifty-50/%5ENSEI/industries,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
33,porn movie,2740000,80,5754,$0,1,56,https://www.justdial.com/streaming/watch-movies-online/Cycles-of-Porn-SexLife-in-LA-Part-2/1533775362212,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
34,atm near me,2740000,20,11782,$0.01,1,42,https://www.justdial.com/Hyderabad/ATM/nct-10022961,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
35,cng near me,2740000,12,41100,$0.09,1,42,https://www.justdial.com/Jodhpur/CNG-Filling-Stations/nct-11023015,Jodhpur,Unknown,Unknown,Unknown,Jodhpur,Unknown,,,,1
36,wine shop near me,2740000,5,832960,$0,1,34,https://www.justdial.com/Dahod/Wine-Retailers/nct-10573041,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
37,sbi share price today,2240000,92,4704,$0.31,1,34,https://www.justdial.com/verticals/stocks/price-quote/state-bank-of-india/sbin-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
38,icici bank limited,2240000,22,7392,$0.61,1,32,https://www.justdial.com/Mumbai/ICICI-Banking-Corporation-Limited-Nariman-Point/022P1903391_BZDET,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
39,reliance share price,2240000,61,4704,$0.46,1,42,https://www.justdial.com/verticals/stocks/price-quote/reliance-industries-ltd/reliance-ns/corporate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
40,dow jones live,2240000,73,4704,$0.47,1,42,https://www.justdial.com/verticals/stocks/price-quote/dow-jones-industrial-average/%5EDJI,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
41,tata motors share price today,3350000,77,4704,$0.30,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-motors-limited/tatamotors-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
42,sbi stock price,2240000,79,4704,$0.91,1,47,https://www.justdial.com/verticals/stocks/price-quote/state-bank-of-india/sbin-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
43,nifty share price,2240000,48,4704,$0.23,1,42,https://www.justdial.com/verticals/stocks/price-quote/nifty-50/%5ENSEI/industries,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
44,share price of tata motors,3350000,87,4704,$0.32,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-motors-limited/tatamotors-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
45,airtel support number,2240000,9,44128,$0.26,1,32,https://www.justdial.com/Mumbai/24-Hours-Mobile-Phone-Customer-Services-Airtel/nct-11218641,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
46,kfc,2240000,20,12544,$0.17,4,62,https://www.justdial.com/Hyderabad/KFC/nct-11979374,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
47,airtel customer care number,1830000,4,217952,$0.41,1,38,https://www.justdial.com/Delhi/Airtel-Customer-Care/011P554813_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
48,reliance industries ltd share price,2240000,46,4704,$0.45,1,34,https://www.justdial.com/verticals/stocks/price-quote/reliance-industries-ltd/reliance-ns/corporate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
49,bel stock price,2240000,90,4704,$1.54,1,38,https://www.justdial.com/verticals/stocks/price-quote/bharat-electronics-ltd/bel-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
50,spa near me,2240000,6,362880,$0.31,30,52,https://www.justdial.com/Lucknow/24-Hours-Beauty-Spas-in-Gomti-Nagar/nct-11282695,Lucknow,Unknown,Unknown,Unknown,Lucknow,Unknown,,,,1
51,kotak mahindra bank,1830000,24,7392,$2.08,11,46,https://www.justdial.com/Mumbai/Kotak-Mahindra-Banks/nct-11982427,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
52,customer care number of airtel,2240000,5,147616,$0.24,1,34,https://www.justdial.com/Delhi/Airtel-Customer-Care/011P554813_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
53,cafe near me,2240000,10,75712,$0.13,11,60,https://www.justdial.com/Indore/Coffee-Shops/nct-10104727,Indore,Unknown,Unknown,Unknown,Indore,Unknown,,,,1
54,swiggy,2240000,22,7392,$0.13,11,64,https://www.justdial.com/Bangalore/Swiggy/080PXX80-XX80-221009013235-M1Q9_BZDET,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
55,bank of baroda,2240000,39,4704,$0.32,1,42,https://www.justdial.com/Chennai/Bank-Of-Baroda/nct-11978763,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
56,tata motors share price,4090000,82,4704,$0.35,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-motors-limited/tatamotors-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
57,union bank of india,1830000,21,9632,$0.40,1,34,https://www.justdial.com/Bangalore/Union-Bank-Of-India-Koramangala/080PXX80-XX80-140125111011-X2B7_BZDET,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
58,sbi atm,1500000,15,25312,$0.10,1,47,https://www.justdial.com/Indore/State-Bank-Of-India-ATMS/nct-11979897,Indore,Unknown,Unknown,Unknown,Indore,Unknown,,,,1
59,tata motors ltd share price,4090000,102,4704,$0.53,1,45,https://www.justdial.com/verticals/stocks/price-quote/tata-motors-limited/tatamotors-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
60,bel share price,2240000,48,4704,$0.44,1,45,https://www.justdial.com/verticals/stocks/price-quote/bharat-electronics-ltd/bel-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
61,icici bank ltd,2240000,33,4704,$0.61,1,56,https://www.justdial.com/Mumbai/ICICI-Bank-Ltd-Fort/022P4700110_BZDET,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
62,tata motors stock price,1830000,75,4704,$0.43,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-motors-limited/tatamotors-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
63,reliance share price today,2240000,77,4704,$0.45,1,34,https://www.justdial.com/verticals/stocks/price-quote/reliance-industries-ltd/reliance-ns/corporate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
64,reliance industries share price,550000,63,4704,$0.42,1,34,https://www.justdial.com/verticals/stocks/price-quote/reliance-industries-ltd/reliance-ns/corporate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
65,tiranga games,4090000,5,105056,$0.06,1,47,https://www.justdial.com/Mumbai/Tiranga-Games-Sakinaka/022PXX22-XX22-250408210549-N4R2_BZDET,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
66,tiranga game,4090000,6,75712,$0.06,1,31,https://www.justdial.com/Indore/Tiranga-Game-Usha-Nagar/0731PX731-X731-240627202948-W1L6_BZDET/reviews,Indore,Unknown,Unknown,Unknown,Indore,Unknown,,,,1
67,gym near me,2240000,8,147616,$0.26,9,57,https://www.justdial.com/Saharanpur/Gyms/nct-11575244,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
68,share price of reliance industries,2240000,53,4704,$0.59,1,42,https://www.justdial.com/verticals/stocks/price-quote/reliance-industries-ltd/reliance-ns/corporate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
69,d mart,1830000,10,61854,$0.17,5,49,https://www.justdial.com/Nellore/D-Mart-Near-Annamayya-Circle-Near-Magunta-Layout-Ravindra-Nagar/9999PX861-X861-170830142339-E4B9_BZDET,Nellore,Unknown,Unknown,Unknown,Nellore,Unknown,,,,1
70,punjab national bank,1830000,19,10248,$0.03,1,49,https://www.justdial.com/Chandigarh/Punjab-National-Bank-Chandigarh-Sector-16/0172PX172-X172-250227103939-Y3B4_BZDET,Unknown,Chandigarh,India,North,Unknown,Unknown,,,,1
71,lenskart,1830000,15,16653,$0.23,23,67,https://www.justdial.com/Chennai/Lenskart/nct-11979338,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
72,jio care number,1830000,11,36051,$0.01,1,42,https://www.justdial.com/Mumbai/Jio-Customer-Care-Fort/022PXX22-XX22-160823140042-K4Z4_BZDET,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
73,croma,1830000,59,3843,$0.04,30,70,https://www.justdial.com/Hyderabad/Croma-Opposite-Kondapur-Bus-Stop-Kothaguda-Serlingampally-Mandal-Survey-No-19-Kondapur/040PXX40-XX40-120818173403-R6F9_BZDET/products,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
74,dax index,1830000,51,3843,$0.46,1,47,https://www.justdial.com/verticals/stocks/price-quote/dax-p/%5EGDAXI,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
75,tata steel share price today,1830000,93,3843,$0.28,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-steel-limited/tatasteel-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
76,high court allahabad,1830000,18,10248,$0.04,1,27,https://www.justdial.com/Allahabad/Allahabad-High-Court-120A-2A-Ghola-Ka-Pura-Flame-Chowraha-Near-Lord-Buddah-School-Ahc/0532PX532-X532-171001112014-W9C4_BZDET,Prayagraj,Unknown,Unknown,Unknown,Prayagraj,Unknown,,,,1
77,indian bank,1830000,38,3843,$0.16,1,39,https://www.justdial.com/Bangalore/Indian-Bank-Kempegowda-Road/080PXX80-XX80-170526192353-E8H4_BZDET,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
78,tata steel share price,2240000,79,3843,$0.38,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-steel-limited/tatasteel-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
79,infosys ltd share price,1830000,53,3843,$0.29,1,35,https://www.justdial.com/verticals/stocks/price-quote/infosys-limited/infy-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
80,licindia.in,1830000,13,13725,$0.05,11,64,https://www.justdial.com/Jabalpur/Life-Insurance-Corporation-Of-India/nct-10852326,Jabalpur,Unknown,Unknown,Unknown,Jabalpur,Unknown,,,,1
81,bank of india,1830000,14,20679,$0.15,1,41,https://www.justdial.com/Delhi/Bank-of-India-New-Delhi/011PXX11-XX11-140303125237-Y5C6_BZDET,New Delhi,Delhi,India,North,New Delhi,Unknown,,,,1
82,allahabad hc,1830000,18,9333,$0.06,1,25,https://www.justdial.com/Allahabad/Allahabad-High-Court-Canton-Cantonment-Ahc/0532PX532-X532-251113120257-M6R9_BZDET,Prayagraj,Unknown,Unknown,Unknown,Prayagraj,Unknown,,,,1
83,nct of delhi,1500000,21,7869,$0.28,1,52,https://www.justdial.com/Delhi/Nct-Of-Delhi-I-P-Estate-Ito/011P105489_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
84,vishal mega mart,1830000,10,61854,$0.68,4,44,https://www.justdial.com/Chennai/Vishal-Mega-Mart/nct-11978922,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
85,delhi nct,1500000,21,7869,$0.54,1,48,https://www.justdial.com/Delhi/Nct-Of-Delhi-Karampura/011P114995_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
86,share price of tata steel,2240000,71,3843,$0.38,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-steel-limited/tatasteel-ns/peercomp,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
87,infosys share price,1500000,69,3843,$0.32,1,42,https://www.justdial.com/verticals/stocks/price-quote/infosys-ltd/infy-bo,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
88,jio customer care number,1830000,4,178059,$0,1,37,https://www.justdial.com/Delhi/Reliance-Jio-Customer-Care/011PXX11-XX11-160628072315-P4M9_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
89,punjab national,1830000,43,3843,$0.03,1,42,https://www.justdial.com/Ludhiana/Punjab-National-Bank-Gmt-Public-School-Jalandhar-Byepass-Chaura-Bazar/0161PX161-X161-250203125625-Y8Q8_BZDET,Jalandhar,Punjab,India,North,Jalandhar,Unknown,,,,1
90,hd hub,1830000,8,36051,$0.45,1,47,https://www.justdial.com/Hyderabad/Hd-Hub-By-Hemanth-Digital-Marketing-Solutions-Near-Post-Office-Alwal-Alwal/040PXX40-XX40-241129190637-H7Z9_BZDET,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
91,tata steel ltd share price,2240000,73,3843,$0.61,1,46,https://www.justdial.com/verticals/stocks/price-quote/tata-steel-limited/tatasteel-ns/corporate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
92,india bank,1830000,25,4026,$0.57,1,24,https://www.justdial.com/Bangalore/Indian-Bank-Opposite-Prashanth-Ganapathi-Temple-Saraswathi-Nagar/080PXX80-XX80-100604170042-R3P8_BZDET,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
93,tata steel stock price,2740000,74,3843,$0.32,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-steel-limited/tatasteel-ns/corporate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
94,infosys stock price,1500000,56,3843,$0.31,1,42,https://www.justdial.com/verticals/stocks/price-quote/infosys-ltd/infy-bo,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
95,allahabad high court,1830000,11,36051,$0.04,1,20,https://www.justdial.com/Allahabad/Allahabad-High-Court-120A-2A-Ghola-Ka-Pura-Flame-Chowraha-Near-Lord-Buddah-School-Ahc/0532PX532-X532-171001112014-W9C4_BZDET,Prayagraj,Unknown,Unknown,Unknown,Prayagraj,Unknown,,,,1
96,life insurance corporation,1830000,22,7869,$0.09,13,46,https://www.justdial.com/Mumbai/Life-Insurance-Corporation-Of-India-in-Mumbai-Central/nct-10852326,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
97,decathlon,1830000,20,9333,$0.04,4,62,https://www.justdial.com/Patna/Decathlon-Sports-India-Near-Police-Station-Boring-Road/0612PX612-X612-230911185727-S7C7_BZDET,Patna,Unknown,Unknown,Unknown,Patna,Unknown,,,,1
98,kashmiri gate,1220000,8,70350,$0.08,3,48,https://www.justdial.com/Delhi/Kashmiri-Gate-Inter-State-Bus-Terminal-Mori-Gate/011PXX11-XX11-170601202552-T4U2_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
99,hyderabad charminar,12100,25,6450,$0,5,43,https://www.justdial.com/Hyderabad/Charminar-Fort-Near-Shalibanda-Charminar/040P2600288_BZDET,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
100,english to punjabi,1500000,21,3600,$1.08,1,42,https://www.justdial.com/Jalandhar/Translators-For-English-To-Punjabi-Language/nct-10494219,Jalandhar,Unknown,Unknown,Unknown,Jalandhar,Unknown,,,,1
101,itc share price today,1500000,26,3600,$0.35,1,34,https://www.justdial.com/verticals/stocks/price-quote/itc-ltd/itc-ns/corporate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
102,itc share price,1500000,56,3150,$0.41,1,42,https://www.justdial.com/verticals/stocks/price-quote/itc-ltd/itc-ns/corporate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
103,attractions,1830000,29,3450,$0.45,1,60,https://www.justdial.com/Gandhinagar-Gujarat/Tourist-Attraction/nct-10596038,Gandhinagar,Gujarat,India,West,Gandhinagar,Unknown,,,,1
104,hal share price,1830000,93,3150,$0.29,1,42,https://www.justdial.com/verticals/stocks/price-quote/hindustan-aeronautics-ltd/hal-ns/corporate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
105,adani power ltd share price,1500000,27,3450,$0.19,1,39,https://www.justdial.com/verticals/stocks/price-quote/adani-power-ltd/adanipower-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
106,oppo,1220000,25,4050,$0.10,98,90,https://www.justdial.com/india/Oppo-Smartphones/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
107,indusind bank,1500000,17,11250,$0.28,4,49,https://www.justdial.com/Bangalore/IndusInd-Bank-Ltd-Near-Aerolex-Motors-K-H-Road/080PXX80-XX80-170404140748-K9D8_BZDET,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
108,adani power share price,1500000,95,3150,$0.43,1,34,https://www.justdial.com/verticals/stocks/price-quote/adani-power-ltd/adanipower-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
109,state bank of india,1220000,20,4950,$0.39,1,63,https://www.justdial.com/Kolkata/State-Bank-Of-India-Kalighat/033P40432_BZDET,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
110,hdfc bank share price,1500000,66,3150,$0.52,1,34,https://www.justdial.com/verticals/stocks/price-quote/hdfc-bank-ltd/hdfcbank-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
111,railway station,1500000,27,4050,$0.10,4,72,https://www.justdial.com/Mumbai/Railway-Station/nct-10400172,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
112,hindustan aeronautics limited share price,1500000,73,3150,$0.19,1,34,https://www.justdial.com/verticals/stocks/price-quote/hindustan-aeronautics-ltd/hal-ns/corporate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
113,hdfc bank stock price,1500000,60,3150,$0.55,1,35,https://www.justdial.com/verticals/stocks/price-quote/hdfc-bank-ltd/hdfcbank-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
114,hdfc bank ltd share price,1500000,52,3150,$0.68,1,29,https://www.justdial.com/verticals/stocks/price-quote/hdfc-bank-ltd/hdfcbank-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
115,itc ltd share price,1500000,53,3150,$0.42,1,34,https://www.justdial.com/verticals/stocks/price-quote/itc-ltd/itc-ns/corporate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
116,vedanta ltd share price,1500000,50,3150,$0.89,1,41,https://www.justdial.com/verticals/stocks/price-quote/vedanta-limited/vedl-ns/corporate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
117,vedanta limited share price,1220000,85,3150,$0.48,1,34,https://www.justdial.com/verticals/stocks/price-quote/vedanta-limited/vedl-ns,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
118,india gate,1500000,25,4050,$0.09,3,33,https://www.justdial.com/Delhi/India-Gate-India-Gate/011PXX11-XX11-111111120826-T8F9_BZDET,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
119,ksrtc,1500000,22,3600,$0.14,2,61,https://www.justdial.com/Bangalore/Ksrtc-Bannerghatta-Road/080PXX80-XX80-171130121548-Y3D5_BZDET,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
120,coffee shops near me,823000,5,243000,$0.33,2,22,https://www.justdial.com/Greater-Noida/Coffee-Shops-in-Greater-Noida/nct-10104727,Greater Noida,Unknown,Unknown,Unknown,Greater Noida,Unknown,,,,1
121,apdcl,1500000,19,6450,$0.14,1,60,https://www.justdial.com/Guwahati/Apdcl-Bill-Payment-Office-Six-Mile/9999PX361-X361-251014230647-F4J2_BZDET,Guwahati,Unknown,Unknown,Unknown,Guwahati,Unknown,,,,1
122,vedanta share price,1500000,53,3150,$0.39,1,42,https://www.justdial.com/verticals/stocks/price-quote/vedanta-limited/vedl-ns/corporate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
123,dmart,1500000,14,16950,$0.20,5,62,https://www.justdial.com/Vadodara/Dmart-Ready-Near-Pandya-Bridge-Chhani/0265PX265-X265-161102133027-Y1U8_BZDET,Vadodara,Unknown,Unknown,Unknown,Vadodara,Unknown,,,,1
124,rajiv gandhi airport,110000,15,7198,$0.67,1,43,https://www.justdial.com/Rangareddy/Rajiv-Gandhi-International-Airport-Beside-Atc-Near-Novotel-Shamshabad/040PXX40-XX40-111101182837-S7N3_BZDET,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
