No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Area,Category,URL_Keyword,Unknown,Remaining_Url_Keywords,Priority Rank
22,blue dart express ltd,2740000,8,180566.0,$0.21,1,25,https://www.justdial.com/Malappuram/Blue-Dart-Express-Surya-Nagar-Perumparamb-Areacode/9999PX483-X483-180903153927-D5B8_BZDET,,,,,,,,blue dart express,,malappuram surya nagar perumparamb areacode 9999px483 x483 180903153927 d5b8 bzdet,1
23,bse ltd share price,2740000,78,5754.0,$0.95,1,34,https://www.justdial.com/verticals/stocks/price-quote/bse-limited/bse-ns,,,,,,,,bse price,,verticals stocks quote limited bse ns,1
24,bluedart,2740000,14,16166.0,$0.16,1,61,https://www.justdial.com/Jalandhar/Blue-Dart-Express-Near-Indian-Oil-Depot-Chogetti/0181PX181-X181-191116115937-I4I8_BZDET,,,,,,,,,,jalandhar blue dart express indian oil depot chogetti 0181px181 x181 191116115937 i4i8 bzdet,1
25,bse limited share price,2740000,65,5754.0,$0.31,1,34,https://www.justdial.com/verticals/stocks/price-quote/bse-limited/bse-ns,,,,,,,,bse limited price,,verticals stocks quote bse ns,1
26,reliance digital,2740000,13,41100.0,$0.04,9,50,https://www.justdial.com/Bangalore/Reliance-Digital-Near-Rammurthy-Nagar-Banaswadi/080PXX80-XX80-200702012821-E3F2_BZDET,Bengaluru,,,,Bengaluru,,,reliance digital,,bangalore rammurthy nagar banaswadi 080pxx80 xx80 200702012821 e3f2 bzdet,1
27,blue dart,2740000,4,832960.0,$0.20,1,48,https://www.justdial.com/Pune/Courier-Services-Blue-Dart-in-Yewalewadi/nct-10145487,Pune,,,,Pune,,,blue dart,,courier services yewalewadi nct 10145487,1
28,bluedart express,2740000,10,92612.0,$0.16,1,48,https://www.justdial.com/Chennai/Blue-Dart-Express/nct-12099485,Chennai,,,,Chennai,,,express,,blue dart nct 12099485,1
29,bse ltd stock price,2740000,76,5754.0,$0.31,1,34,https://www.justdial.com/verticals/stocks/price-quote/bse-limited/bse-ns,,,,,,,,bse price,,verticals stocks quote limited bse ns,1
30,nifty 50 today,2740000,70,5754.0,$0.64,1,43,https://www.justdial.com/verticals/stocks/price-quote/nifty-50/%5ENSEI/industries,,,,,,,,nifty 50,,verticals stocks price quote nsei industries,1
31,mcdonald's,2740000,30,6028.0,$0.19,5,62,https://www.justdial.com/Thiruvananthapuram/McDonalds/nct-11976209,Thiruvananthapuram,,,,Thiruvananthapuram,,,,,mcdonalds nct 11976209,1
32,nifty fifty today,2740000,67,5754.0,$0.14,1,42,https://www.justdial.com/verticals/stocks/price-quote/nifty-50/%5ENSEI/industries,,,,,,,,nifty,,verticals stocks price quote 50 nsei industries,1
33,porn movie,2740000,80,5754.0,$0,1,56,https://www.justdial.com/streaming/watch-movies-online/Cycles-of-Porn-SexLife-in-LA-Part-2/1533775362212,,,,,,,,porn,,streaming watch movies online cycles sexlife la part 1533775362212,1
34,atm near me,2740000,20,11782.0,$0.01,1,42,https://www.justdial.com/Hyderabad/ATM/nct-10022961,Hyderabad,,,,Hyderabad,,,atm,,nct 10022961,1
35,cng near me,2740000,12,41100.0,$0.09,1,42,https://www.justdial.com/Jodhpur/CNG-Filling-Stations/nct-11023015,Jodhpur,,,,Jodhpur,,,cng,,filling stations nct 11023015,1
36,wine shop near me,2740000,5,832960.0,$0,1,34,https://www.justdial.com/Dahod/Wine-Retailers/nct-10573041,,,,,,,,wine,,dahod retailers nct 10573041,1
37,sbi share price today,2240000,92,4704.0,$0.31,1,34,https://www.justdial.com/verticals/stocks/price-quote/state-bank-of-india/sbin-ns,,,India,,,,,price,,verticals stocks quote state bank sbin ns,1
38,icici bank limited,2240000,22,7392.0,$0.61,1,32,https://www.justdial.com/Mumbai/ICICI-Banking-Corporation-Limited-Nariman-Point/022P1903391_BZDET,Mumbai,,,,Mumbai,,,icici limited,,banking corporation nariman point 022p1903391 bzdet,1
39,reliance share price,2240000,61,4704.0,$0.46,1,42,https://www.justdial.com/verticals/stocks/price-quote/reliance-industries-ltd/reliance-ns/corporate,,,,,,,,reliance price,,verticals stocks quote industries ltd reliance ns corporate,1
40,dow jones live,2240000,73,4704.0,$0.47,1,42,https://www.justdial.com/verticals/stocks/price-quote/dow-jones-industrial-average/%5EDJI,,,,,,,,dow jones,,verticals stocks price quote industrial average dji,1
41,tata motors share price today,3350000,77,4704.0,$0.30,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-motors-limited/tatamotors-ns,,,,,,,,tata motors price,,verticals stocks quote limited tatamotors ns,1
42,sbi stock price,2240000,79,4704.0,$0.91,1,47,https://www.justdial.com/verticals/stocks/price-quote/state-bank-of-india/sbin-ns,,,India,,,,,price,,verticals stocks quote state bank sbin ns,1
43,nifty share price,2240000,48,4704.0,$0.23,1,42,https://www.justdial.com/verticals/stocks/price-quote/nifty-50/%5ENSEI/industries,,,,,,,,nifty price,,verticals stocks quote 50 nsei industries,1
44,share price of tata motors,3350000,87,4704.0,$0.32,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-motors-limited/tatamotors-ns,,,,,,,,price tata motors,,verticals stocks quote limited tatamotors ns,1
45,airtel support number,2240000,9,44128.0,$0.26,1,32,https://www.justdial.com/Mumbai/24-Hours-Mobile-Phone-Customer-Services-Airtel/nct-11218641,Mumbai,,,,Mumbai,,,airtel,,24 hours mobile phone customer services nct 11218641,1
46,kfc,2240000,20,12544.0,$0.17,4,62,https://www.justdial.com/Hyderabad/KFC/nct-11979374,Hyderabad,,,,Hyderabad,,,kfc,,nct 11979374,1
47,airtel customer care number,1830000,4,217952.0,$0.41,1,38,https://www.justdial.com/Delhi/Airtel-Customer-Care/011P554813_BZDET,Delhi,Delhi,India,North,Delhi,,,airtel customer care,,011p554813 bzdet,1
48,reliance industries ltd share price,2240000,46,4704.0,$0.45,1,34,https://www.justdial.com/verticals/stocks/price-quote/reliance-industries-ltd/reliance-ns/corporate,,,,,,,,reliance industries ltd price,,verticals stocks quote reliance ns corporate,1
49,bel stock price,2240000,90,4704.0,$1.54,1,38,https://www.justdial.com/verticals/stocks/price-quote/bharat-electronics-ltd/bel-ns,,,,,,,,bel price,,verticals stocks quote bharat electronics ltd ns,1
50,spa near me,2240000,6,362880.0,$0.31,30,52,https://www.justdial.com/Lucknow/24-Hours-Beauty-Spas-in-Gomti-Nagar/nct-11282695,Lucknow,,,,Lucknow,,,,,24 hours beauty spas gomti nagar nct 11282695,1
51,kotak mahindra bank,1830000,24,7392.0,$2.08,11,46,https://www.justdial.com/Mumbai/Kotak-Mahindra-Banks/nct-11982427,Mumbai,,,,Mumbai,,,kotak mahindra,,banks nct 11982427,1
52,customer care number of airtel,2240000,5,147616.0,$0.24,1,34,https://www.justdial.com/Delhi/Airtel-Customer-Care/011P554813_BZDET,Delhi,Delhi,India,North,Delhi,,,customer care airtel,,011p554813 bzdet,1
53,cafe near me,2240000,10,75712.0,$0.13,11,60,https://www.justdial.com/Indore/Coffee-Shops/nct-10104727,Indore,,,,Indore,,,,,coffee shops nct 10104727,1
54,swiggy,2240000,22,7392.0,$0.13,11,64,https://www.justdial.com/Bangalore/Swiggy/080PXX80-XX80-221009013235-M1Q9_BZDET,Bengaluru,,,,Bengaluru,,,swiggy,,bangalore 080pxx80 xx80 221009013235 m1q9 bzdet,1
55,bank of baroda,2240000,39,4704.0,$0.32,1,42,https://www.justdial.com/Chennai/Bank-Of-Baroda/nct-11978763,Chennai,,,,Chennai,,,bank baroda,,nct 11978763,1
56,tata motors share price,4090000,82,4704.0,$0.35,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-motors-limited/tatamotors-ns,,,,,,,,tata motors price,,verticals stocks quote limited tatamotors ns,1
57,union bank of india,1830000,21,9632.0,$0.40,1,34,https://www.justdial.com/Bangalore/Union-Bank-Of-India-Koramangala/080PXX80-XX80-140125111011-X2B7_BZDET,Bengaluru,,India,,Bengaluru,Koramangala,,union bank,,bangalore 080pxx80 xx80 140125111011 x2b7 bzdet,1
58,sbi atm,1500000,15,25312.0,$0.10,1,47,https://www.justdial.com/Indore/State-Bank-Of-India-ATMS/nct-11979897,Indore,,India,,Indore,,,,,state bank atms nct 11979897,1
59,tata motors ltd share price,4090000,102,4704.0,$0.53,1,45,https://www.justdial.com/verticals/stocks/price-quote/tata-motors-limited/tatamotors-ns,,,,,,,,tata motors price,,verticals stocks quote limited tatamotors ns,1
60,bel share price,2240000,48,4704.0,$0.44,1,45,https://www.justdial.com/verticals/stocks/price-quote/bharat-electronics-ltd/bel-ns,,,,,,,,bel price,,verticals stocks quote bharat electronics ltd ns,1
61,icici bank ltd,2240000,33,4704.0,$0.61,1,56,https://www.justdial.com/Mumbai/ICICI-Bank-Ltd-Fort/022P4700110_BZDET,Mumbai,,,,Mumbai,,,icici bank ltd,,fort 022p4700110 bzdet,1
62,tata motors stock price,1830000,75,4704.0,$0.43,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-motors-limited/tatamotors-ns,,,,,,,,tata motors price,,verticals stocks quote limited tatamotors ns,1
63,reliance share price today,2240000,77,4704.0,$0.45,1,34,https://www.justdial.com/verticals/stocks/price-quote/reliance-industries-ltd/reliance-ns/corporate,,,,,,,,reliance price,,verticals stocks quote industries ltd reliance ns corporate,1
64,reliance industries share price,550000,63,4704.0,$0.42,1,34,https://www.justdial.com/verticals/stocks/price-quote/reliance-industries-ltd/reliance-ns/corporate,,,,,,,,reliance industries price,,verticals stocks quote ltd reliance ns corporate,1
65,tiranga games,4090000,5,105056.0,$0.06,1,47,https://www.justdial.com/Mumbai/Tiranga-Games-Sakinaka/022PXX22-XX22-250408210549-N4R2_BZDET,Mumbai,,,,Mumbai,,,tiranga games,,sakinaka 022pxx22 xx22 250408210549 n4r2 bzdet,1
66,tiranga game,4090000,6,75712.0,$0.06,1,31,https://www.justdial.com/Indore/Tiranga-Game-Usha-Nagar/0731PX731-X731-240627202948-W1L6_BZDET/reviews,Indore,,,,Indore,,,tiranga game,,usha nagar 0731px731 x731 240627202948 w1l6 bzdet,1
67,gym near me,2240000,8,147616.0,$0.26,9,57,https://www.justdial.com/Saharanpur/Gyms/nct-11575244,,,,,,,,,,saharanpur gyms nct 11575244,1
68,share price of reliance industries,2240000,53,4704.0,$0.59,1,42,https://www.justdial.com/verticals/stocks/price-quote/reliance-industries-ltd/reliance-ns/corporate,,,,,,,,price reliance industries,,verticals stocks quote ltd reliance ns corporate,1
69,d mart,1830000,10,61854.0,$0.17,5,49,https://www.justdial.com/Nellore/D-Mart-Near-Annamayya-Circle-Near-Magunta-Layout-Ravindra-Nagar/9999PX861-X861-170830142339-E4B9_BZDET,,,,,,,,mart,,nellore annamayya circle magunta layout ravindra nagar 9999px861 x861 170830142339 e4b9 bzdet,1
70,punjab national bank,1830000,19,10248.0,$0.03,1,49,https://www.justdial.com/Chandigarh/Punjab-National-Bank-Chandigarh-Sector-16/0172PX172-X172-250227103939-Y3B4_BZDET,Chandigarh,Chandigarh,India,North,Chandigarh,,,punjab national bank,,sector 16 0172px172 x172 250227103939 y3b4 bzdet,1
71,lenskart,1830000,15,16653.0,$0.23,23,67,https://www.justdial.com/Chennai/Lenskart/nct-11979338,Chennai,,,,Chennai,,,lenskart,,nct 11979338,1
72,jio care number,1830000,11,36051.0,$0.01,1,42,https://www.justdial.com/Mumbai/Jio-Customer-Care-Fort/022PXX22-XX22-160823140042-K4Z4_BZDET,Mumbai,,,,Mumbai,,,jio care,,customer fort 022pxx22 xx22 160823140042 k4z4 bzdet,1
73,croma,1830000,59,3843.0,$0.04,30,70,https://www.justdial.com/Hyderabad/Croma-Opposite-Kondapur-Bus-Stop-Kothaguda-Serlingampally-Mandal-Survey-No-19-Kondapur/040PXX40-XX40-120818173403-R6F9_BZDET/products,Hyderabad,,,,Hyderabad,,,croma,,opposite kondapur bus stop kothaguda serlingampally mandal survey no 19 kondapur 040pxx40 xx40 120818173403 r6f9 bzdet products,1
74,dax index,1830000,51,3843.0,$0.46,1,47,https://www.justdial.com/verticals/stocks/price-quote/dax-p/%5EGDAXI,,,,,,,,dax,,verticals stocks price quote gdaxi,1
75,tata steel share price today,1830000,93,3843.0,$0.28,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-steel-limited/tatasteel-ns,,,,,,,,tata steel price,,verticals stocks quote limited tatasteel ns,1
76,high court allahabad,1830000,18,10248.0,$0.04,1,27,https://www.justdial.com/Allahabad/Allahabad-High-Court-120A-2A-Ghola-Ka-Pura-Flame-Chowraha-Near-Lord-Buddah-School-Ahc/0532PX532-X532-171001112014-W9C4_BZDET,Prayagraj,,,,Prayagraj,,,high court allahabad,,allahabad 120a 2a ghola ka pura flame chowraha lord buddah school ahc 0532px532 x532 171001112014 w9c4 bzdet,1
77,indian bank,1830000,38,3843.0,$0.16,1,39,https://www.justdial.com/Bangalore/Indian-Bank-Kempegowda-Road/080PXX80-XX80-170526192353-E8H4_BZDET,Bengaluru,,,,Bengaluru,,,indian bank,,bangalore kempegowda road 080pxx80 xx80 170526192353 e8h4 bzdet,1
78,tata steel share price,2240000,79,3843.0,$0.38,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-steel-limited/tatasteel-ns,,,,,,,,tata steel price,,verticals stocks quote limited tatasteel ns,1
79,infosys ltd share price,1830000,53,3843.0,$0.29,1,35,https://www.justdial.com/verticals/stocks/price-quote/infosys-limited/infy-ns,,,,,,,,infosys price,,verticals stocks quote limited infy ns,1
80,licindia.in,1830000,13,13725.0,$0.05,11,64,https://www.justdial.com/Jabalpur/Life-Insurance-Corporation-Of-India/nct-10852326,Jabalpur,,India,,Jabalpur,,,,,life insurance corporation nct 10852326,1
81,bank of india,1830000,14,20679.0,$0.15,1,41,https://www.justdial.com/Delhi/Bank-of-India-New-Delhi/011PXX11-XX11-140303125237-Y5C6_BZDET,New Delhi,Delhi,India,North,New Delhi,,,bank,,011pxx11 xx11 140303125237 y5c6 bzdet,1
82,allahabad hc,1830000,18,9333.0,$0.06,1,25,https://www.justdial.com/Allahabad/Allahabad-High-Court-Canton-Cantonment-Ahc/0532PX532-X532-251113120257-M6R9_BZDET,Prayagraj,,,,Prayagraj,,,allahabad,,allahabad high court canton cantonment ahc 0532px532 x532 251113120257 m6r9 bzdet,1
83,nct of delhi,1500000,21,7869.0,$0.28,1,52,https://www.justdial.com/Delhi/Nct-Of-Delhi-I-P-Estate-Ito/011P105489_BZDET,Delhi,Delhi,India,North,Delhi,,,nct,,estate ito 011p105489 bzdet,1
84,vishal mega mart,1830000,10,61854.0,$0.68,4,44,https://www.justdial.com/Chennai/Vishal-Mega-Mart/nct-11978922,Chennai,,,,Chennai,,,vishal mega mart,,nct 11978922,1
85,delhi nct,1500000,21,7869.0,$0.54,1,48,https://www.justdial.com/Delhi/Nct-Of-Delhi-Karampura/011P114995_BZDET,Delhi,Delhi,India,North,Delhi,,,nct,,karampura 011p114995 bzdet,1
86,share price of tata steel,2240000,71,3843.0,$0.38,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-steel-limited/tatasteel-ns/peercomp,,,,,,,,price tata steel,,verticals stocks quote limited tatasteel ns peercomp,1
87,infosys share price,1500000,69,3843.0,$0.32,1,42,https://www.justdial.com/verticals/stocks/price-quote/infosys-ltd/infy-bo,,,,,,,,infosys price,,verticals stocks quote ltd infy bo,1
88,jio customer care number,1830000,4,178059.0,$0,1,37,https://www.justdial.com/Delhi/Reliance-Jio-Customer-Care/011PXX11-XX11-160628072315-P4M9_BZDET,Delhi,Delhi,India,North,Delhi,,,jio customer care,,reliance 011pxx11 xx11 160628072315 p4m9 bzdet,1
89,punjab national,1830000,43,3843.0,$0.03,1,42,https://www.justdial.com/Ludhiana/Punjab-National-Bank-Gmt-Public-School-Jalandhar-Byepass-Chaura-Bazar/0161PX161-X161-250203125625-Y8Q8_BZDET,Ludhiana,Punjab,India,North,Ludhiana,,,national,,bank gmt public school jalandhar byepass chaura bazar 0161px161 x161 250203125625 y8q8 bzdet,1
90,hd hub,1830000,8,36051.0,$0.45,1,47,https://www.justdial.com/Hyderabad/Hd-Hub-By-Hemanth-Digital-Marketing-Solutions-Near-Post-Office-Alwal-Alwal/040PXX40-XX40-241129190637-H7Z9_BZDET,Hyderabad,,,,Hyderabad,,,hd hub,,by hemanth digital marketing solutions post office alwal alwal 040pxx40 xx40 241129190637 h7z9 bzdet,1
91,tata steel ltd share price,2240000,73,3843.0,$0.61,1,46,https://www.justdial.com/verticals/stocks/price-quote/tata-steel-limited/tatasteel-ns/corporate,,,,,,,,tata steel price,,verticals stocks quote limited tatasteel ns corporate,1
92,india bank,1830000,25,4026.0,$0.57,1,24,https://www.justdial.com/Bangalore/Indian-Bank-Opposite-Prashanth-Ganapathi-Temple-Saraswathi-Nagar/080PXX80-XX80-100604170042-R3P8_BZDET,Bengaluru,,,,Bengaluru,,,bank,,bangalore indian opposite prashanth ganapathi temple saraswathi nagar 080pxx80 xx80 100604170042 r3p8 bzdet,1
93,tata steel stock price,2740000,74,3843.0,$0.32,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-steel-limited/tatasteel-ns/corporate,,,,,,,,tata steel price,,verticals stocks quote limited tatasteel ns corporate,1
94,infosys stock price,1500000,56,3843.0,$0.31,1,42,https://www.justdial.com/verticals/stocks/price-quote/infosys-ltd/infy-bo,,,,,,,,infosys price,,verticals stocks quote ltd infy bo,1
95,allahabad high court,1830000,11,36051.0,$0.04,1,20,https://www.justdial.com/Allahabad/Allahabad-High-Court-120A-2A-Ghola-Ka-Pura-Flame-Chowraha-Near-Lord-Buddah-School-Ahc/0532PX532-X532-171001112014-W9C4_BZDET,Prayagraj,,,,Prayagraj,,,allahabad high court,,allahabad 120a 2a ghola ka pura flame chowraha lord buddah school ahc 0532px532 x532 171001112014 w9c4 bzdet,1
96,life insurance corporation,1830000,22,7869.0,$0.09,13,46,https://www.justdial.com/Mumbai/Life-Insurance-Corporation-Of-India-in-Mumbai-Central/nct-10852326,Mumbai,,India,,Mumbai,,,life insurance corporation,,nct 10852326,1
97,decathlon,1830000,20,9333.0,$0.04,4,62,https://www.justdial.com/Patna/Decathlon-Sports-India-Near-Police-Station-Boring-Road/0612PX612-X612-230911185727-S7C7_BZDET,Patna,,India,,Patna,,,decathlon,,sports police station boring road 0612px612 x612 230911185727 s7c7 bzdet,1
98,kashmiri gate,1220000,8,70350.0,$0.08,3,48,https://www.justdial.com/Delhi/Kashmiri-Gate-Inter-State-Bus-Terminal-Mori-Gate/011PXX11-XX11-170601202552-T4U2_BZDET,Delhi,Delhi,India,North,Delhi,,,kashmiri gate,,inter state bus terminal mori gate 011pxx11 xx11 170601202552 t4u2 bzdet,1
99,hyderabad charminar,12100,25,6450.0,$0,5,43,https://www.justdial.com/Hyderabad/Charminar-Fort-Near-Shalibanda-Charminar/040P2600288_BZDET,Hyderabad,,,,Hyderabad,,,charminar,,fort shalibanda charminar 040p2600288 bzdet,1
100,english to punjabi,1500000,21,3600.0,$1.08,1,42,https://www.justdial.com/Jalandhar/Translators-For-English-To-Punjabi-Language/nct-10494219,,,,,,,,english to punjabi,,jalandhar translators language nct 10494219,1
101,itc share price today,1500000,26,3600.0,$0.35,1,34,https://www.justdial.com/verticals/stocks/price-quote/itc-ltd/itc-ns/corporate,,,,,,,,itc price,,verticals stocks quote ltd itc ns corporate,1
102,itc share price,1500000,56,3150.0,$0.41,1,42,https://www.justdial.com/verticals/stocks/price-quote/itc-ltd/itc-ns/corporate,,,,,,,,itc price,,verticals stocks quote ltd itc ns corporate,1
103,attractions,1830000,29,3450.0,$0.45,1,60,https://www.justdial.com/Gandhinagar-Gujarat/Tourist-Attraction/nct-10596038,Gandhinagar,Gujarat,India,West,Gandhinagar,,,,,tourist attraction nct 10596038,1
104,hal share price,1830000,93,3150.0,$0.29,1,42,https://www.justdial.com/verticals/stocks/price-quote/hindustan-aeronautics-ltd/hal-ns/corporate,,,,,,,,hal price,,verticals stocks quote hindustan aeronautics ltd ns corporate,1
105,adani power ltd share price,1500000,27,3450.0,$0.19,1,39,https://www.justdial.com/verticals/stocks/price-quote/adani-power-ltd/adanipower-ns,,,,,,,,adani power ltd price,,verticals stocks quote adanipower ns,1
106,oppo,1220000,25,4050.0,$0.10,98,90,https://www.justdial.com/india/Oppo-Smartphones/,,,India,,,,,oppo,,smartphones,1
107,indusind bank,1500000,17,11250.0,$0.28,4,49,https://www.justdial.com/Bangalore/IndusInd-Bank-Ltd-Near-Aerolex-Motors-K-H-Road/080PXX80-XX80-170404140748-K9D8_BZDET,Bengaluru,,,,Bengaluru,,,indusind bank,,bangalore ltd aerolex motors road 080pxx80 xx80 170404140748 k9d8 bzdet,1
108,adani power share price,1500000,95,3150.0,$0.43,1,34,https://www.justdial.com/verticals/stocks/price-quote/adani-power-ltd/adanipower-ns,,,,,,,,adani power price,,verticals stocks quote ltd adanipower ns,1
109,state bank of india,1220000,20,4950.0,$0.39,1,63,https://www.justdial.com/Kolkata/State-Bank-Of-India-Kalighat/033P40432_BZDET,Kolkata,,India,,Kolkata,,,state bank,,kalighat 033p40432 bzdet,1
110,hdfc bank share price,1500000,66,3150.0,$0.52,1,34,https://www.justdial.com/verticals/stocks/price-quote/hdfc-bank-ltd/hdfcbank-ns,,,,,,,,hdfc bank price,,verticals stocks quote ltd hdfcbank ns,1
111,railway station,1500000,27,4050.0,$0.10,4,72,https://www.justdial.com/Mumbai/Railway-Station/nct-10400172,Mumbai,,,,Mumbai,,,railway station,,nct 10400172,1
112,hindustan aeronautics limited share price,1500000,73,3150.0,$0.19,1,34,https://www.justdial.com/verticals/stocks/price-quote/hindustan-aeronautics-ltd/hal-ns/corporate,,,,,,,,hindustan aeronautics price,,verticals stocks quote ltd hal ns corporate,1
113,hdfc bank stock price,1500000,60,3150.0,$0.55,1,35,https://www.justdial.com/verticals/stocks/price-quote/hdfc-bank-ltd/hdfcbank-ns,,,,,,,,hdfc bank price,,verticals stocks quote ltd hdfcbank ns,1
114,hdfc bank ltd share price,1500000,52,3150.0,$0.68,1,29,https://www.justdial.com/verticals/stocks/price-quote/hdfc-bank-ltd/hdfcbank-ns,,,,,,,,hdfc bank ltd price,,verticals stocks quote hdfcbank ns,1
115,itc ltd share price,1500000,53,3150.0,$0.42,1,34,https://www.justdial.com/verticals/stocks/price-quote/itc-ltd/itc-ns/corporate,,,,,,,,itc ltd price,,verticals stocks quote itc ns corporate,1
116,vedanta ltd share price,1500000,50,3150.0,$0.89,1,41,https://www.justdial.com/verticals/stocks/price-quote/vedanta-limited/vedl-ns/corporate,,,,,,,,vedanta price,,verticals stocks quote limited vedl ns corporate,1
