No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL
61,bla bla,368000,15,2520,$0.19,2,48,https://lbb.in/delhi/carpool-cities-india-bla-bla-car/
62,delhi nehru place,450000,42,945,$0.13,5,24,https://lbb.in/delhi/nehru-place-674e99/
63,nehru place new delhi delhi,450000,40,945,$0.14,5,29,https://lbb.in/delhi/nehru-place-674e99/
64,victoria memorial hall kolkata,450000,36,945,$0.05,7,39,https://lbb.in/kolkata/calcutta-victoria-memorial/
65,victoria memorial,450000,41,945,$0.45,6,49,https://lbb.in/kolkata/calcutta-victoria-memorial/
66,mumbai bandra,201000,18,2655,$0.36,4,49,https://lbb.in/mumbai/things-to-do-in-bandra/
67,kolkata memorial victoria,450000,47,945,$0.03,8,29,https://lbb.in/kolkata/calcutta-victoria-memorial/
68,victoria memorial calcutta,450000,29,945,$0.10,6,34,https://lbb.in/kolkata/calcutta-victoria-memorial/
69,tilak nagar delhi,450000,54,945,$13.74,4,44,https://lbb.in/delhi/locality/tilak-nagar-delhi/
70,temple shiva,450000,50,945,$0.15,1,27,https://lbb.in/bangalore/citys-400-years-old-beautiful-7b2c20/
71,t nagar,450000,12,8865,$0.17,7,30,https://lbb.in/chennai/guide-to-fun-and-shopping-t-nagar-chennai/
72,nehru place in new delhi,450000,50,945,$0.12,4,20,https://lbb.in/delhi/locality/nehru-place-delhi/
73,nehru place in delhi,450000,64,945,$0.12,4,25,https://lbb.in/delhi/nehru-place-6a7d61/
74,bla bla car,450000,28,945,$0.17,1,43,https://lbb.in/mumbai/blabla-car-6103bc/
75,bangalore chickpet,450000,8,29655,$0.03,5,49,https://lbb.in/bangalore/chickpet-bangalore/
76,icecream,550000,33,945,$0.24,33,70,https://lbb.in/mumbai/best-iconic-ice-cream-parlours-in-mumbai/
77,dilsukhnagar,450000,27,1080,$0.44,5,62,https://lbb.in/hyderabad/top-things-to-do-dilsukhnagar/
78,bandra in india,450000,43,945,$0.19,3,29,https://lbb.in/mumbai/things-to-do-in-bandra/
79,victoria memorial kolkata,27100,34,945,$0,11,25,https://lbb.in/kolkata/calcutta-victoria-memorial/
80,andheri,368000,36,945,$0.10,11,64,https://lbb.in/mumbai/things-to-do-in-andheri-hood-guide/
81,delhi tilak nagar,450000,51,945,$0.14,5,19,https://lbb.in/delhi/locality/tilak-nagar-delhi/
82,banashankari in bangalore,450000,30,945,$0.12,5,20,https://lbb.in/bangalore/things-to-do-around-banashankari/
83,velachery in chennai,450000,70,945,$0.09,7,35,https://lbb.in/chennai/locality/velachery-chennai/
84,hair styling cut,450000,56,945,$0.51,1,25,https://lbb.in/mumbai/hair-cut-salons/
85,bangalore palace,450000,38,945,$0.51,7,50,https://lbb.in/bangalore/bangalore-palace/
86,bangalore banashankari,450000,36,945,$0.16,5,21,https://lbb.in/bangalore/locality/banashankari-bangalore/
87,bandra,450000,21,2520,$0.43,4,62,https://lbb.in/mumbai/things-to-do-in-bandra/
88,velachery chennai,450000,83,945,$0.09,6,30,https://lbb.in/chennai/locality/velachery-chennai/
89,hauz khas new delhi delhi,450000,56,945,$0.09,4,24,https://lbb.in/delhi/hauz-khas-village-guide/
90,t nagar chennai,368000,10,21105,$0.28,16,47,https://lbb.in/chennai/guide-to-fun-and-shopping-t-nagar-chennai/
91,bandra mumbai,201000,16,5085,$0.37,4,49,https://lbb.in/mumbai/things-to-do-in-bandra/
92,jayanagar,368000,12,7249,$0.50,9,63,https://lbb.in/bangalore/hood-guide-to-jayanagar-restaurants-shopping/
93,new delhi malviya nagar,368000,38,772,$0.10,3,22,https://lbb.in/delhi/locality/malviya-nagar-delhi/
94,bannerghatta national park in bangalore,368000,40,772,$0.08,4,20,https://lbb.in/bangalore/bannerghatta-biological-park/
95,kurla mumbai,368000,50,772,$0.20,4,49,https://lbb.in/mumbai/locality/kurla-mumbai/
96,chembur mumbai,368000,48,772,$0.14,5,21,https://lbb.in/mumbai/things-to-do-in-chembur-hood-guide/
97,jayanagar bangalore,368000,12,9420,$0.50,9,50,https://lbb.in/bangalore/hood-guide-to-jayanagar-restaurants-shopping/
98,hair salon near me,368000,79,772,$0.31,17,40,https://lbb.in/bangalore/best-womens-salons-in-bangalore/
99,select citywalk mall delhi,368000,22,1214,$0.11,5,24,https://lbb.in/delhi/select-city-walk-men-fashion-mall-guide/
100,resort near me,450000,18,3348,$0.19,31,52,https://lbb.in/delhi/resorts-near-delhi-ncr/
101,oberoi mall,368000,17,1876,$0.30,4,49,https://lbb.in/mumbai/oberoi-mall-guide/
102,goregaon east,368000,56,772,$0.16,3,48,https://lbb.in/mumbai/locality/goregaon-east-mumbai/
103,express avenue mall chennai,301000,41,772,$0,12,38,https://lbb.in/chennai/mall/express-avenue-mall-chennai/
104,express avenue mall,301000,35,772,$0.67,6,44,https://lbb.in/chennai/mall/express-avenue-mall-chennai/
105,bangalore u b city,368000,21,1582,$0.14,5,26,https://lbb.in/bangalore/ub-city-e232f4/
106,amb cinemas,246000,14,2760,$0,15,52,https://lbb.in/hyderabad/amb-cinemas-sarath-city-capital-mall/
107,chembur,368000,31,772,$0.30,4,62,https://lbb.in/mumbai/things-to-do-in-chembur-hood-guide/
108,sriperumbudur,368000,71,772,$0,2,61,https://lbb.in/chennai/locality/sriperumbudur-chennai/
109,majnu ka tilla delhi,368000,40,772,$0.10,3,25,https://lbb.in/delhi/majnu-ka-tila-tibetan-market/
110,ub city,301000,19,1582,$0,7,50,https://lbb.in/bangalore/ub-city-e232f4/
111,select city walk new delhi,368000,23,1582,$0.11,5,31,https://lbb.in/delhi/select-citywalk-65aad0/
112,haircut salons near me,368000,45,772,$0.15,26,20,https://lbb.in/mumbai/hair-cut-salons/
113,khan market in delhi,368000,16,3348,$0.09,1,31,https://lbb.in/delhi/khan-market-hood-guide-shop-eat-drink/
114,khan market new delhi,368000,18,2060,$0.03,1,20,https://lbb.in/delhi/khan-market-hood-guide-shop-eat-drink/
115,select citywalk new delhi delhi,368000,29,772,$0.07,4,29,https://lbb.in/delhi/mall/select-citywalk-delhi/
116,bar,368000,43,772,$0.14,2,36,https://lbb.in/delhi/budget-alcohol-bars-delhi/
117,baskin robbins,301000,22,1582,$0.04,4,49,https://lbb.in/bangalore/baskin-robbins-58b063/
118,bannerghatta zoo bangalore,368000,40,772,$0.34,7,45,https://lbb.in/bangalore/bannerghatta-biological-park/
119,majnu ka tila,301000,73,772,$0,2,43,https://lbb.in/delhi/majnu-ka-tila-68a283/
120,bannerghatta national park zoo,368000,26,883,$0.09,4,22,https://lbb.in/bangalore/bannerghatta-biological-park/
121,waterfall near me,368000,34,772,$0.61,1,42,https://lbb.in/delhi/waterfalls-around-delhi/
122,stationery shop near me,368000,9,17259,$0.34,6,36,https://lbb.in/bangalore/stationery-stores-bangalore/
123,jaya nagar bangalore,368000,10,17259,$0.19,6,23,https://lbb.in/bangalore/hood-guide-to-jayanagar-restaurants-shopping/
124,jaya nagar,368000,10,9420,$0.24,6,20,https://lbb.in/bangalore/hood-guide-to-jayanagar-restaurants-shopping/
125,malviya nagar delhi,368000,44,772,$0.16,5,25,https://lbb.in/delhi/things-to-do-in-malviya-nagar/
126,express avenue chennai,301000,48,772,$0.63,12,46,https://lbb.in/chennai/mall/express-avenue-mall-chennai/
127,delhi majnu tilla,301000,12,7249,$0.12,3,26,https://lbb.in/delhi/little-tibet-majnu-ka-tila/
128,malviya nagar new delhi delhi,368000,28,772,$0.12,4,30,https://lbb.in/delhi/things-to-do-in-malviya-nagar/
129,kurla india,368000,88,772,$0.10,4,22,https://lbb.in/mumbai/locality/kurla-mumbai/
130,khan market new delhi delhi,368000,32,772,$0.03,1,29,https://lbb.in/delhi/khan-market-hood-guide-shop-eat-drink/
131,khan market,368000,14,4158,$0.03,1,31,https://lbb.in/delhi/khan-market-hood-guide-shop-eat-drink/
132,express avenue in chennai,368000,41,772,$0.18,5,25,https://lbb.in/chennai/mall/express-avenue-mall-chennai/
133,select citywalk new delhi,368000,18,2060,$0.11,5,25,https://lbb.in/delhi/everything-new-citywalk/
134,oberoi mall in mumbai,368000,26,846,$0.10,5,31,https://lbb.in/mumbai/oberoi-mall-guide/
135,fitness clubs near me,368000,22,1214,$0.12,12,33,https://lbb.in/hyderabad/top-gyms-secunderabad/
136,bannerghatta zoo in bangalore,368000,31,772,$0.07,5,20,https://lbb.in/bangalore/bannerghatta-biological-park/
137,delhi khan market,368000,15,3348,$0.03,1,28,https://lbb.in/delhi/khan-market-hood-guide-shop-eat-drink/
138,khan market delhi,368000,15,2760,$0.03,1,30,https://lbb.in/delhi/khan-market-hood-guide-shop-eat-drink/
139,hussain sagar in hyderabad,368000,23,1582,$0.12,12,31,https://lbb.in/hyderabad/hussain-sagar-things-to-do/
140,rajouri delhi,368000,69,772,$0.14,3,25,https://lbb.in/delhi/locality/rajouri-garden-delhi/
141,swimming pool,368000,17,4158,$0.21,21,54,https://lbb.in/delhi/swimming-pools-noida/
142,select city walk,368000,26,883,$0,9,45,https://lbb.in/delhi/select-citywalk-65aad0/
143,science city,368000,27,809,$0.11,5,46,https://lbb.in/kolkata/science-city-in-kolkata/
144,khan market in new delhi,368000,17,2760,$0.09,1,29,https://lbb.in/delhi/khan-market-hood-guide-shop-eat-drink/
145,chembur in mumbai,368000,42,772,$0.13,4,22,https://lbb.in/mumbai/things-to-do-in-chembur-hood-guide/
146,delhi khan market,368000,15,3348,$0.03,1,28,https://lbb.in/delhi/khan-market-hood-guide-shop-eat-drink/
147,express avenue,301000,39,772,$0.63,12,51,https://lbb.in/chennai/mall/express-avenue-mall-chennai/
148,bannerghatta national park,368000,37,772,$0.32,4,44,https://lbb.in/bangalore/bannerghatta-biological-park/
149,grocery stores and,301000,19,1775,$0.18,1,34,https://lbb.in/delhi/grocery-stores-in-delhi/
150,film malayalam movie,301000,35,632,$0.02,1,59,https://lbb.in/all/best-malayalam-movies/
151,dance lessons near me,301000,8,19835,$0.30,5,36,https://lbb.in/delhi/dance-schools-noida/
152,badminton court near me,246000,33,632,$0.14,6,36,https://lbb.in/mumbai/badminton-courts-mumbai/
153,mantri square mall bangalore,301000,47,632,$0.08,5,28,https://lbb.in/places/Mantri-Square-malleshwaran-ea9973/
154,begumpet in hyderabad,301000,56,632,$0.11,5,27,https://lbb.in/hyderabad/locality/begumpet-hyderabad/
155,jayanagar 4th block,301000,3,91504,$0.14,7,45,https://lbb.in/bangalore/jayanagars-shopping-complex/
156,dance classes near me,301000,10,10173,$0.42,5,36,https://lbb.in/delhi/dance-classes-in-gurgaon-studios-academies/
157,city centre mall,246000,37,632,$0.04,7,45,https://lbb.in/hyderabad/mall/city-centre-mall-hyderabad/
158,pet shop near me,246000,11,5929,$0.24,14,35,https://lbb.in/delhi/pet-shops-gurgaon/
159,vasant kunj new delhi,301000,29,662,$0.09,6,25,https://lbb.in/delhi/the-kunj-vasant-kunj/
160,malayalam a films,301000,24,812,$0.49,1,64,https://lbb.in/all/best-malayalam-movies/
161,movie in malayalam,301000,25,812,$0.11,1,35,https://lbb.in/all/best-malayalam-movies/
162,crawford market mumbai,12100,10,10173,$0,1,16,https://lbb.in/mumbai/things-to-do-in-crawford-market/
163,st art,301000,54,632,$0.06,1,48,https://lbb.in/bangalore/start-india-street-art-festival-bangalore/
164,rajajinagar,301000,47,632,$0.22,5,62,https://lbb.in/bangalore/locality/rajaji-nagar-bangalore/
165,powai,246000,44,632,$0.19,11,64,https://lbb.in/mumbai/things-to-do-powai/
166,mumbai ghatkopar,301000,22,993,$0.13,4,27,https://lbb.in/mumbai/things-to-do-in-ghatkopar/
167,howrah bridge,246000,23,1294,$0.02,5,49,https://lbb.in/kolkata/iconic-howrah-bridge/
168,begumpet hyderabad,301000,60,632,$0.12,5,27,https://lbb.in/hyderabad/locality/begumpet-hyderabad/
169,delhi vasant vihar,301000,39,632,$0.11,4,23,https://lbb.in/delhi/locality/vasant-vihar-delhi/
170,nexus shantiniketan,246000,49,632,$0.90,15,52,https://lbb.in/places/Nexus-Shantiniketan-krishnaraja-puram-a51352/
171,dance course near me,301000,7,48762,$0.05,5,35,https://lbb.in/delhi/dance-schools-noida/
172,crawford market india,301000,20,1294,$0.05,1,19,https://lbb.in/mumbai/things-to-do-in-crawford-market/
173,film malayalam,1900,28,632,$0,1,18,https://lbb.in/all/best-malayalam-movies/
174,pet shops close to me,301000,9,14116,$0.18,16,33,https://lbb.in/delhi/pet-shops-gurgaon/
175,malayalam movies malayalam movies,301000,17,2739,$0.09,1,34,https://lbb.in/all/best-malayalam-movies/
176,crawford market in mumbai,12100,9,14116,$0,1,8,https://lbb.in/mumbai/things-to-do-in-crawford-market/
177,commercial street,301000,10,10173,$0.83,9,50,https://lbb.in/bangalore/shopping-at-commercial-street/
178,jp nagar,301000,22,993,$0.21,14,52,https://lbb.in/bangalore/locality/jp-nagar-bangalore/
179,ghatkopar,246000,27,722,$0.30,5,62,https://lbb.in/mumbai/things-to-do-in-ghatkopar/
180,dancing schools near me,301000,7,29287,$0.07,6,16,https://lbb.in/delhi/dance-schools-noida/
181,dance studios close to me,301000,6,48762,$0.06,7,20,https://lbb.in/delhi/dance-schools-noida/
182,crawford market,246000,12,5929,$0,1,48,https://lbb.in/mumbai/things-to-do-in-crawford-market?ref=lbbpost
183,liquor shop near me,301000,42,632,$0,1,34,https://lbb.in/delhi/wine-beer-shops-delhi/
184,las vegas mall shopping,301000,15,4515,$0.44,5,40,https://lbb.in/delhi/vegas-mall-dwarka/
185,botany garden,301000,19,2257,$0.07,4,52,https://lbb.in/mumbai/botanical-garden-colaba/
186,mal movie,301000,51,632,$0.49,1,63,https://lbb.in/all/best-malayalam-movies/
187,new delhi vasant kunj,301000,19,1685,$0.12,4,33,https://lbb.in/delhi/the-kunj-vasant-kunj/
188,mall vegas,301000,18,2739,$0.11,5,59,https://lbb.in/delhi/vegas-mall-dwarka/
189,malayalam malayalam movie,301000,25,722,$0.49,1,49,https://lbb.in/all/best-malayalam-movies/
190,kompally,301000,71,632,$0.10,6,62,https://lbb.in/hyderabad/locality/kompally-hyderabad/
191,malls,368000,10,8314,$0.42,3,61,https://lbb.in/bangalore/best-malls-in-bangalore/
192,mall,246000,18,2238,$0.25,3,61,https://lbb.in/bangalore/best-malls-in-bangalore/
193,r city,246000,41,516,$0.23,7,41,https://lbb.in/mumbai/r-city-mall/
194,bicycle rent near me,246000,41,516,$0.05,22,41,https://lbb.in/bangalore/bicycle-rental-bangalore/
195,pharmeasy,246000,25,516,$0.13,41,73,https://lbb.in/mumbai/pharmeasy-77164a/
196,janak puri delhi,246000,53,516,$0.11,4,25,https://lbb.in/delhi/locality/janakpuri-delhi/
197,south city mall of kolkata,246000,21,1057,$0.10,6,41,https://lbb.in/kolkata/mall/south-city-mall-kolkata/
198,delhi janakpuri,246000,46,516,$0.14,5,26,https://lbb.in/delhi/locality/janakpuri-delhi/
199,rohini cinema,246000,19,1845,$0.09,4,21,https://lbb.in/chennai/rohini-silver-screens-koyambedu-5ecd74/
200,yoga classes near me,246000,18,1451,$0.23,14,39,https://lbb.in/mumbai/yoga-studios-mumbai/
201,nurseries close to me,246000,6,23935,$0.08,10,23,https://lbb.in/mumbai/best-plant-nurseries/
202,sanjay gandhi national park mumbai,246000,34,516,$0.13,7,29,https://lbb.in/mumbai/beginners-guide-sanjay-gandhi-national-park/
203,punjabi bagh delhi,246000,35,516,$0.08,5,44,https://lbb.in/delhi/locality/punjabi-bagh-delhi/
204,ambience mall vasant kunj,201000,25,565,$0.62,8,37,https://lbb.in/delhi/mall/ambience-mall-delhi/
205,ambience mall delhi,246000,45,516,$0,8,45,https://lbb.in/delhi/mall/ambience-mall-delhi/
206,play tamil,246000,62,516,$0,1,47,https://lbb.in/chennai/Payanam-A-Tamil-Play-2e55bf/
207,borivali national park,201000,23,1057,$0.50,10,46,https://lbb.in/mumbai/beginners-guide-sanjay-gandhi-national-park/
208,ambience vasant kunj,246000,15,1845,$0.49,4,44,https://lbb.in/delhi/ambience-mall-vasant-kunj-65aacb/
209,cubbon park,246000,68,516,$0.47,6,49,https://lbb.in/bangalore/cubbon-park-greenery/
210,plant nursery close to me,246000,7,23935,$0.08,10,20,https://lbb.in/bangalore/best-nurseries-and-garden-centres-in-bangalore/
211,nurseries for plants near me,246000,9,16211,$0.08,9,22,https://lbb.in/hyderabad/best-nurseries-garden-stores/
212,museums museum,246000,14,4846,$0.16,1,19,https://lbb.in/pune/museums-in-pune/
213,shopping malls near me,246000,9,11537,$0.30,19,40,https://lbb.in/bangalore/best-malls-in-bangalore/
214,museum,246000,69,516,$1.27,1,61,https://lbb.in/pune/museums-in-pune/
215,ambience mall delhi vasant kunj,246000,21,811,$0.20,7,24,https://lbb.in/delhi/Vasant-kunj-malls/
216,salons near me,165000,37,516,$0.41,24,50,https://lbb.in/mumbai/best-salons-women-mumbai/
217,sanjay gandhi national parks,246000,45,516,$0.07,9,36,https://lbb.in/mumbai/beginners-guide-sanjay-gandhi-national-park/
218,plant nursery closest to me,246000,7,23935,$0.08,10,20,https://lbb.in/bangalore/best-nurseries-and-garden-centres-in-bangalore/
219,ice cream near me,201000,15,2779,$0.36,5,36,https://lbb.in/mumbai/best-iconic-ice-cream-parlours-in-mumbai/
220,hire bicycle near me,50,12,4846,$0.06,55,22,https://lbb.in/delhi/bikes-rent-delhi/
221,bangalore yeshwanthpur,246000,50,516,$0.20,4,49,https://lbb.in/bangalore/locality/yeshwantpur-bangalore/
222,sanjay gandhi national park in mumbai,246000,37,516,$0.07,9,44,https://lbb.in/mumbai/beginners-guide-sanjay-gandhi-national-park/
223,beer shop near me,246000,27,541,$0,1,34,https://lbb.in/delhi/big-way-wine-beer-65f5b1/
224,yoga clubs near me,246000,17,1845,$0.14,12,26,https://lbb.in/delhi/yoga-classes-gurgaon/
225,museum museum,246000,25,811,$0.45,1,54,https://lbb.in/delhi/museums-in-delhi/
226,kankaria lake,201000,35,516,$0.53,5,49,https://lbb.in/all/kankaria-lake-ahemdabad/
227,nursery near me,246000,15,2779,$0.10,8,45,https://lbb.in/bangalore/best-nurseries-and-garden-centres-in-bangalore/
228,bicycle rental near me,246000,47,516,$0.05,22,41,https://lbb.in/bangalore/bicycle-rental-bangalore/
229,janpath market new delhi delhi,201000,7,9426,$0.02,1,28,https://lbb.in/delhi/janpath-shopping-guide/
230,janpath market,201000,8,13245,$0,1,47,https://lbb.in/delhi/janpath-shopping-guide/
231,gurgaon sector 14,201000,49,422,$0.23,9,45,https://lbb.in/delhi/locality/sector-14-gurgaon/
232,forum mall,165000,38,422,$0.04,5,49,https://lbb.in/bangalore/mall/forum-mall-bangalore/
233,perfumes for men,201000,40,422,$0.08,100,73,https://lbb.in/all/perfumes-for-men-buy-online/
234,perfume for men fragrance,201000,11,3959,$0.08,100,24,https://lbb.in/all/perfumes-for-men-buy-online/
235,new delhi lajpat nagar market,201000,20,1025,$0.08,1,21,https://lbb.in/delhi/ethnic-wear-lajpat-nagar/
236,sarojini in delhi,201000,10,5145,$0.13,4,31,https://lbb.in/delhi/sarojini-nagar-shopping-guide/
237,nearest wine shops,201000,27,462,$0,1,12,https://lbb.in/kolkata/shops-in-kolkata-for-wines/
238,mother's day gifts,49500,44,422,$0.11,79,58,https://lbb.in/all/mothers-day-gifts/
239,men's perfume fragrance,201000,37,422,$0.08,100,42,https://lbb.in/all/perfumes-for-men-buy-online/
240,lajpat nagar delhi market,165000,15,3015,$0,2,35,https://lbb.in/delhi/ethnic-wear-lajpat-nagar/
241,lajpat market,165000,30,422,$0,2,20,https://lbb.in/delhi/things-to-do-in-lajpat-nagar-in-delhi/
242,defence colony,201000,37,422,$0.15,4,49,https://lbb.in/delhi/defence-colony-hood-guide-cheap-booze-groceries-and-an-art-gallery/
243,haircut men's,201000,54,422,$0.34,1,26,https://lbb.in/mumbai/grooming-men-salons-mumbai/
244,pub near me,246000,13,3015,$0.21,10,46,https://lbb.in/delhi/best-bars-pubs-noida/
245,perfume for male,246000,32,422,$0.07,100,34,https://lbb.in/all/perfumes-for-men-buy-online/
246,oia bangalore,201000,18,1507,$0.33,9,50,https://lbb.in/bangalore/oia-hennur-bangalore/
247,male fragrances,201000,41,422,$0.07,99,40,https://lbb.in/all/perfumes-for-men-buy-online/
248,fragrances perfume for men,201000,11,3015,$0.08,100,29,https://lbb.in/all/perfumes-for-men-buy-online/
249,delhi sarojini nagar,165000,29,442,$0,7,45,https://lbb.in/delhi/sarojni-nagar-delhis-irreplaceable-street-fashion-paradise-067cc5/
250,royal meenakshi mall bangalore,201000,20,864,$0.12,6,27,https://lbb.in/bangalore/royal-meenakshi-mall-12bfb6/
251,indo western women,201000,33,422,$0.02,100,18,https://lbb.in/all/indo-western-outfit-ideas-women/
252,sarojini new delhi,201000,17,1507,$0.13,4,20,https://lbb.in/delhi/sarojini-nagar-shopping-guide/
253,mapusa goa,22200,10,6793,$0.24,5,26,https://lbb.in/goa/mapusa-market-five-reasons/
254,lip gloss in lips,165000,33,422,$0.03,98,36,https://lbb.in/all/best-lip-gloss/
