No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL
65,tiranga games,4090000,5,105056,$0.06,1,47,https://www.justdial.com/Mumbai/Tiranga-Games-Sakinaka/022PXX22-XX22-250408210549-N4R2_BZDET
66,tiranga game,4090000,6,75712,$0.06,1,31,https://www.justdial.com/Indore/Tiranga-Game-Usha-Nagar/0731PX731-X731-240627202948-W1L6_BZDET/reviews
67,gym near me,2240000,8,147616,$0.26,9,57,https://www.justdial.com/Saharanpur/Gyms/nct-11575244
68,share price of reliance industries,2240000,53,4704,$0.59,1,42,https://www.justdial.com/verticals/stocks/price-quote/reliance-industries-ltd/reliance-ns/corporate
69,d mart,1830000,10,61854,$0.17,5,49,https://www.justdial.com/Nellore/D-Mart-Near-Annamayya-Circle-Near-Magunta-Layout-Ravindra-Nagar/9999PX861-X861-170830142339-E4B9_BZDET
70,punjab national bank,1830000,19,10248,$0.03,1,49,https://www.justdial.com/Chandigarh/Punjab-National-Bank-Chandigarh-Sector-16/0172PX172-X172-250227103939-Y3B4_BZDET
71,lenskart,1830000,15,16653,$0.23,23,67,https://www.justdial.com/Chennai/Lenskart/nct-11979338
72,jio care number,1830000,11,36051,$0.01,1,42,https://www.justdial.com/Mumbai/Jio-Customer-Care-Fort/022PXX22-XX22-160823140042-K4Z4_BZDET
73,croma,1830000,59,3843,$0.04,30,70,https://www.justdial.com/Hyderabad/Croma-Opposite-Kondapur-Bus-Stop-Kothaguda-Serlingampally-Mandal-Survey-No-19-Kondapur/040PXX40-XX40-120818173403-R6F9_BZDET/products
74,dax index,1830000,51,3843,$0.46,1,47,https://www.justdial.com/verticals/stocks/price-quote/dax-p/%5EGDAXI
75,tata steel share price today,1830000,93,3843,$0.28,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-steel-limited/tatasteel-ns
76,high court allahabad,1830000,18,10248,$0.04,1,27,https://www.justdial.com/Allahabad/Allahabad-High-Court-120A-2A-Ghola-Ka-Pura-Flame-Chowraha-Near-Lord-Buddah-School-Ahc/0532PX532-X532-171001112014-W9C4_BZDET
77,indian bank,1830000,38,3843,$0.16,1,39,https://www.justdial.com/Bangalore/Indian-Bank-Kempegowda-Road/080PXX80-XX80-170526192353-E8H4_BZDET
78,tata steel share price,2240000,79,3843,$0.38,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-steel-limited/tatasteel-ns
79,infosys ltd share price,1830000,53,3843,$0.29,1,35,https://www.justdial.com/verticals/stocks/price-quote/infosys-limited/infy-ns
80,licindia.in,1830000,13,13725,$0.05,11,64,https://www.justdial.com/Jabalpur/Life-Insurance-Corporation-Of-India/nct-10852326
81,bank of india,1830000,14,20679,$0.15,1,41,https://www.justdial.com/Delhi/Bank-of-India-New-Delhi/011PXX11-XX11-140303125237-Y5C6_BZDET
82,allahabad hc,1830000,18,9333,$0.06,1,25,https://www.justdial.com/Allahabad/Allahabad-High-Court-Canton-Cantonment-Ahc/0532PX532-X532-251113120257-M6R9_BZDET
83,nct of delhi,1500000,21,7869,$0.28,1,52,https://www.justdial.com/Delhi/Nct-Of-Delhi-I-P-Estate-Ito/011P105489_BZDET
84,vishal mega mart,1830000,10,61854,$0.68,4,44,https://www.justdial.com/Chennai/Vishal-Mega-Mart/nct-11978922
85,delhi nct,1500000,21,7869,$0.54,1,48,https://www.justdial.com/Delhi/Nct-Of-Delhi-Karampura/011P114995_BZDET
86,share price of tata steel,2240000,71,3843,$0.38,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-steel-limited/tatasteel-ns/peercomp
87,infosys share price,1500000,69,3843,$0.32,1,42,https://www.justdial.com/verticals/stocks/price-quote/infosys-ltd/infy-bo
88,jio customer care number,1830000,4,178059,$0,1,37,https://www.justdial.com/Delhi/Reliance-Jio-Customer-Care/011PXX11-XX11-160628072315-P4M9_BZDET
89,punjab national,1830000,43,3843,$0.03,1,42,https://www.justdial.com/Ludhiana/Punjab-National-Bank-Gmt-Public-School-Jalandhar-Byepass-Chaura-Bazar/0161PX161-X161-250203125625-Y8Q8_BZDET
90,hd hub,1830000,8,36051,$0.45,1,47,https://www.justdial.com/Hyderabad/Hd-Hub-By-Hemanth-Digital-Marketing-Solutions-Near-Post-Office-Alwal-Alwal/040PXX40-XX40-241129190637-H7Z9_BZDET
91,tata steel ltd share price,2240000,73,3843,$0.61,1,46,https://www.justdial.com/verticals/stocks/price-quote/tata-steel-limited/tatasteel-ns/corporate
92,india bank,1830000,25,4026,$0.57,1,24,https://www.justdial.com/Bangalore/Indian-Bank-Opposite-Prashanth-Ganapathi-Temple-Saraswathi-Nagar/080PXX80-XX80-100604170042-R3P8_BZDET
93,tata steel stock price,2740000,74,3843,$0.32,1,34,https://www.justdial.com/verticals/stocks/price-quote/tata-steel-limited/tatasteel-ns/corporate
94,infosys stock price,1500000,56,3843,$0.31,1,42,https://www.justdial.com/verticals/stocks/price-quote/infosys-ltd/infy-bo
95,allahabad high court,1830000,11,36051,$0.04,1,20,https://www.justdial.com/Allahabad/Allahabad-High-Court-120A-2A-Ghola-Ka-Pura-Flame-Chowraha-Near-Lord-Buddah-School-Ahc/0532PX532-X532-171001112014-W9C4_BZDET
96,life insurance corporation,1830000,22,7869,$0.09,13,46,https://www.justdial.com/Mumbai/Life-Insurance-Corporation-Of-India-in-Mumbai-Central/nct-10852326
97,decathlon,1830000,20,9333,$0.04,4,62,https://www.justdial.com/Patna/Decathlon-Sports-India-Near-Police-Station-Boring-Road/0612PX612-X612-230911185727-S7C7_BZDET
98,kashmiri gate,1220000,8,70350,$0.08,3,48,https://www.justdial.com/Delhi/Kashmiri-Gate-Inter-State-Bus-Terminal-Mori-Gate/011PXX11-XX11-170601202552-T4U2_BZDET
99,hyderabad charminar,12100,25,6450,$0,5,43,https://www.justdial.com/Hyderabad/Charminar-Fort-Near-Shalibanda-Charminar/040P2600288_BZDET
100,english to punjabi,1500000,21,3600,$1.08,1,42,https://www.justdial.com/Jalandhar/Translators-For-English-To-Punjabi-Language/nct-10494219
101,itc share price today,1500000,26,3600,$0.35,1,34,https://www.justdial.com/verticals/stocks/price-quote/itc-ltd/itc-ns/corporate
102,itc share price,1500000,56,3150,$0.41,1,42,https://www.justdial.com/verticals/stocks/price-quote/itc-ltd/itc-ns/corporate
103,attractions,1830000,29,3450,$0.45,1,60,https://www.justdial.com/Gandhinagar-Gujarat/Tourist-Attraction/nct-10596038
104,hal share price,1830000,93,3150,$0.29,1,42,https://www.justdial.com/verticals/stocks/price-quote/hindustan-aeronautics-ltd/hal-ns/corporate
105,adani power ltd share price,1500000,27,3450,$0.19,1,39,https://www.justdial.com/verticals/stocks/price-quote/adani-power-ltd/adanipower-ns
106,oppo,1220000,25,4050,$0.10,98,90,https://www.justdial.com/india/Oppo-Smartphones/
107,indusind bank,1500000,17,11250,$0.28,4,49,https://www.justdial.com/Bangalore/IndusInd-Bank-Ltd-Near-Aerolex-Motors-K-H-Road/080PXX80-XX80-170404140748-K9D8_BZDET
108,adani power share price,1500000,95,3150,$0.43,1,34,https://www.justdial.com/verticals/stocks/price-quote/adani-power-ltd/adanipower-ns
109,state bank of india,1220000,20,4950,$0.39,1,63,https://www.justdial.com/Kolkata/State-Bank-Of-India-Kalighat/033P40432_BZDET
110,hdfc bank share price,1500000,66,3150,$0.52,1,34,https://www.justdial.com/verticals/stocks/price-quote/hdfc-bank-ltd/hdfcbank-ns
111,railway station,1500000,27,4050,$0.10,4,72,https://www.justdial.com/Mumbai/Railway-Station/nct-10400172
112,hindustan aeronautics limited share price,1500000,73,3150,$0.19,1,34,https://www.justdial.com/verticals/stocks/price-quote/hindustan-aeronautics-ltd/hal-ns/corporate
113,hdfc bank stock price,1500000,60,3150,$0.55,1,35,https://www.justdial.com/verticals/stocks/price-quote/hdfc-bank-ltd/hdfcbank-ns
114,hdfc bank ltd share price,1500000,52,3150,$0.68,1,29,https://www.justdial.com/verticals/stocks/price-quote/hdfc-bank-ltd/hdfcbank-ns
115,itc ltd share price,1500000,53,3150,$0.42,1,34,https://www.justdial.com/verticals/stocks/price-quote/itc-ltd/itc-ns/corporate
116,vedanta ltd share price,1500000,50,3150,$0.89,1,41,https://www.justdial.com/verticals/stocks/price-quote/vedanta-limited/vedl-ns/corporate
117,vedanta limited share price,1220000,85,3150,$0.48,1,34,https://www.justdial.com/verticals/stocks/price-quote/vedanta-limited/vedl-ns
118,india gate,1500000,25,4050,$0.09,3,33,https://www.justdial.com/Delhi/India-Gate-India-Gate/011PXX11-XX11-111111120826-T8F9_BZDET
119,ksrtc,1500000,22,3600,$0.14,2,61,https://www.justdial.com/Bangalore/Ksrtc-Bannerghatta-Road/080PXX80-XX80-171130121548-Y3D5_BZDET
120,coffee shops near me,823000,5,243000,$0.33,2,22,https://www.justdial.com/Greater-Noida/Coffee-Shops-in-Greater-Noida/nct-10104727
121,apdcl,1500000,19,6450,$0.14,1,60,https://www.justdial.com/Guwahati/Apdcl-Bill-Payment-Office-Six-Mile/9999PX361-X361-251014230647-F4J2_BZDET
122,vedanta share price,1500000,53,3150,$0.39,1,42,https://www.justdial.com/verticals/stocks/price-quote/vedanta-limited/vedl-ns/corporate
123,dmart,1500000,14,16950,$0.20,5,62,https://www.justdial.com/Vadodara/Dmart-Ready-Near-Pandya-Bridge-Chhani/0265PX265-X265-161102133027-Y1U8_BZDET
124,rajiv gandhi airport,110000,15,7198,$0.67,1,43,https://www.justdial.com/Rangareddy/Rajiv-Gandhi-International-Airport-Beside-Atc-Near-Novotel-Shamshabad/040PXX40-XX40-111101182837-S7N3_BZDET
125,anand vihar railway station,550000,10,41236,$0,8,37,https://www.justdial.com/Delhi/Anand-Vihar-Terminal-Railway-Station-Near-Anand-Vihar-Isbt-Anand-Vihar/011PXX11-XX11-121003151100-I8D7_BZDET
126,dow jones industrial average,1500000,55,2562,$0.33,1,34,https://www.justdial.com/verticals/stocks/price-quote/dow-jones-industrial-average/%5EDJI
127,punjab educare,1000000,15,7198,$0.51,1,47,https://www.justdial.com/Jalandhar/Punjab-educare/0181PX181-X181-250404192045-K1D9_BZDET
128,phoenix market city,1220000,18,9150,$0.04,9,45,https://www.justdial.com/Bangalore/Phoenix-Marketcity-Mall-Near-Devasandra-Industrial-Estate-Mahadevapura/080PXX80-XX80-200924235314-U1K2_BZDET/stores
129,policybazaar,1220000,14,11102,$0.30,44,74,https://www.justdial.com/Bangalore/Policybazaar-Insurance-Brokers-Pvt-Ltd-Malleswaram/080PXX80-XX80-210831093906-A3F6_BZDET
130,confirm ticket,1220000,21,3294,$0.04,4,49,https://www.justdial.com/Bangalore/Confirm-Tkt-Confirm-Ticket-Online-Solutions-Pvt-Ltd-Above-Airtel-Showroom-Hsr-Layout-Sector-2/080PXX80-XX80-180323175720-R8I4_BZDET
131,anand vihar terminal,1000000,10,24034,$0.03,5,44,https://www.justdial.com/Delhi/Anand-Vihar-Terminal-Railway-Station-Near-Anand-Vihar-Isbt-Anand-Vihar/011PXX11-XX11-121003151100-I8D7_BZDET
132,bar near me,1000000,7,118706,$0.20,6,44,https://www.justdial.com/Bhatinda/Restaurants-Bars/nct-10408938
133,axis bank branch,1000000,8,80398,$0.54,1,42,https://www.justdial.com/Dehradun/Axis-Bank/nct-11982029
134,hindustan copper limited share price,368000,72,2562,$0.29,1,36,https://www.justdial.com/verticals/stocks/price-quote/hindustan-copper-ltd/hindcopper-ns/forum
135,instamart,1220000,12,11102,$0.08,14,65,https://www.justdial.com/Hyderabad/Swiggi-Instamart-Kothapet/040PXX40-XX40-250305211936-Q3T1_BZDET
136,airtel store,1500000,8,57218,$0.30,3,48,https://www.justdial.com/Bhubaneshwar/Airtel-Galleries/nct-11983013
137,airbnb,1000000,17,6832,$0.02,14,65,https://www.justdial.com/Ghaziabad/Airbnb-Nehru-Nagar-Ghaziabad/011PXX11-XX11-250325232537-F9Y9_BZDET
138,flipkart call centre number,1220000,6,57218,$0.67,1,25,https://www.justdial.com/Mumbai/Flipkartcom-Customer-Care/022PXX22-XX22-170725114443-V8X3_BZDET
139,sbi customer care number,1220000,17,6222,$0,1,59,https://www.justdial.com/Delhi/SBI-Yono-New-Delhi/011P64821_BZDET
140,makemytrip,1500000,12,11102,$0.14,1,75,https://www.justdial.com/Chennai/Makemytrip-India-Pvt-Ltd-Nandanam/044PXX44-XX44-221119072024-Z1M7_BZDET
141,result bharat,1220000,7,31232,$0,1,23,https://www.justdial.com/Patna/Result-Bharat-Rampur/0612PX612-X612-240907001411-R4V9_BZDET
142,cng pump,1220000,12,18300,$0.21,2,48,https://www.justdial.com/Jaipur/CNG-Filling-Stations/nct-11023015
143,customer care number flipkart,1000000,4,118706,$0.02,1,34,https://www.justdial.com/Mumbai/Flipkartcom-Customer-Care/022PXX22-XX22-170725114443-V8X3_BZDET
144,flipkart helpline number,1220000,4,118706,$0,1,42,https://www.justdial.com/Mumbai/Flipkartcom-Customer-Care/022PXX22-XX22-170725114443-V8X3_BZDET
145,apsrtc,1220000,13,9150,$0.10,15,65,https://www.justdial.com/Nalgonda/Apsrtc-Bus-Enquiry-Rtc-Bus-Stand-Patha-Suryapet/9999P8682-8682-140122200422-T2J6_BZDET
146,flipkart customer care number,1000000,3,197640,$0.28,1,34,https://www.justdial.com/Mumbai/Flipkartcom-Customer-Care/022PXX22-XX22-170725114443-V8X3_BZDET
147,cars,1220000,57,2562,$0.11,5,88,https://www.justdial.com/Delhi/Cars-India-in-New-Delhi/nct-16126663
148,hindustan copper share price,550000,85,2562,$0.24,1,36,https://www.justdial.com/verticals/stocks/price-quote/hindustan-copper-ltd/hindcopper-ns/forum
149,single super phosphate,1220000,13,18300,$0.02,1,42,https://www.justdial.com/india/Single-Super-Phosphate
150,burger king,1000000,18,7198,$0.25,2,48,https://www.justdial.com/Gurgaon/Burger-King/nct-11979653
151,anand vihar terminal railway station,550000,10,31232,$0,8,37,https://www.justdial.com/Delhi/Anand-Vihar-Terminal-Railway-Station-Near-Anand-Vihar-Isbt-Anand-Vihar/011PXX11-XX11-121003151100-I8D7_BZDET
152,bars near me,1000000,6,118706,$0.16,6,44,https://www.justdial.com/Ranchi/Restaurants-Bars/nct-10408938
153,patna junction railway station,823000,6,57218,$0,9,37,https://www.justdial.com/Patna/Patna-Railway-Station-Frazer-Road/0612PX612-X612-170922154345-X3X6_BZDET
154,wipro share price,1500000,83,2562,$0.33,1,42,https://www.justdial.com/verticals/stocks/price-quote/wipro-ltd/wipro-ns/forum
155,sex pose,1220000,32,2562,$0.09,1,78,https://www.justdial.com/list/sex-positions-explore-intimacy-doggy-style-cowgirl-69-butterfly
156,westside,1220000,15,9150,$0.03,54,77,https://www.justdial.com/Warangal/Westside-Opposite-D-Martpostal-Colony-Subedari/9999PX870-X870-171003111742-K2R2_BZDET
157,post office,1220000,50,2562,$0.14,1,46,https://www.justdial.com/Pune/Post-Office-Near-Hindustan-Antibiotics-Colony-Pimpri/020PXX20-XX20-000831511050-Y8M7_BZDET
158,raksha bandhan 2025,1220000,81,2562,$0,1,42,https://www.justdial.com/guides/holidays/raksha-bandhan-rakhi?wkwebview=1
159,share price of wipro,1500000,83,2562,$0.32,1,34,https://www.justdial.com/verticals/stocks/price-quote/wipro-ltd/wipro-ns/forum
160,share price of wipro,1500000,83,2562,$0.32,1,34,https://www.justdial.com/verticals/stocks/price-quote/wipro-ltd/wipro-ns/forum
161,noida sector 62,823000,23,5246,$0.49,8,45,https://www.justdial.com/Noida/Tourist-Attraction-in-Noida-Sector-62/nct-10596038
162,rajiv gandhi international airport,1000000,28,2562,$0.58,2,35,https://www.justdial.com/Hyderabad/International-Airport/nct-10272676
163,flipkart support number,1220000,3,118706,$0.15,1,23,https://www.justdial.com/Mumbai/Flipkartcom-Customer-Care/022PXX22-XX22-170725114443-V8X3_BZDET
164,hindustan copper ltd share price,368000,89,2562,$0.25,1,34,https://www.justdial.com/verticals/stocks/price-quote/hindustan-copper-ltd/hindcopper-ns/forum
165,train ticket booking,1000000,24,2300,$0.03,59,60,https://www.justdial.com/Ahmedabad/Online-Websites-For-Railway-Ticketing/nct-11111484
166,yes bank,1000000,14,7500,$0.28,1,42,https://www.justdial.com/Bangalore/Yes-Banks/nct-11981960
167,idea share price,1000000,89,2100,$0.31,1,42,https://www.justdial.com/verticals/stocks/price-quote/vodafone-idea-limited/idea-ns
168,lic merchant,1000000,53,2100,$1.40,1,47,https://www.justdial.com/Pune/Lic-Merchant-Portal-Opposite-Orchid-Hospital-Lohegaon/020PXX20-XX20-231201174528-X9E5_BZDET
169,nearby me hospital,1000000,5,304000,$0.17,21,24,https://www.justdial.com/Kurukshetra/Hospitals/nct-10253670
170,old delhi station,1000000,10,33800,$0.08,2,36,https://www.justdial.com/Delhi/Old-Delhi-Railway-Station-Near-Mori-Gate-Minerva-Lane/011PXX11-XX11-110902132507-R7D8_BZDET
171,pune junction railway station,246000,12,19700,$0.21,6,36,https://www.justdial.com/Pune/Pune-Railway-Station-Near-Sasoon-Hospital-Agarkar-Nagar/020P5087066_BZDET
172,gold rates today mumbai,1000000,49,2100,$0.04,1,50,https://www.justdial.com/guides/commodity/gold-rates-in-mumbai?wkwebview=1
173,hdfc bank atm,1000000,6,97300,$0.35,1,42,https://www.justdial.com/Salem/HDFC-Bank-ATMS/nct-11982288
174,bangalore south india,1000000,23,4300,$0.32,1,50,https://www.justdial.com/Bangalore/South-India-Shopping-Mall-Opposite-Anand-Sagar-Restaurant-Basavanagudi/080PXX80-XX80-171017122349-J7K5_BZDET
175,bharat heavy electricals share price,1000000,56,2100,$0.53,1,39,https://www.justdial.com/verticals/stocks/price-quote/bharat-heavy-electricals-ltd/bhel-bo
176,bom terminal 2,1000000,17,5600,$0.09,6,29,https://www.justdial.com/Mumbai/Chhatrapati-Shivaji-Maharaj-International-Airport-T2-Near-Hotel-Hyatt-Andheri-East/022P603966_BZDET
177,chennai south india,1000000,87,2100,$0.27,1,25,https://www.justdial.com/Chennai/South-India-Corporation-Ltd-Adyar/044PXX44-XX44-121121163640-R6K4_BZDET
178,delhi kanat place,823000,28,2400,$0.28,4,25,https://www.justdial.com/Delhi/Tourist-Attraction-in-Connaught-Place/nct-10596038
179,terminal 2 bom,823000,12,11300,$0.09,6,32,https://www.justdial.com/Mumbai/Chhatrapati-Shivaji-Maharaj-International-Airport-T2-Near-Hotel-Hyatt-Andheri-East/022P603966_BZDET
180,time bazar,1000000,8,19700,$0,1,47,https://www.justdial.com/Thiruvananthapuram/Jabal-Time-Bazar-Near-Kollam-Supreme-Chalai/0471PX471-X471-100713125606-I6W4_BZDET
181,udhagamandalam,1000000,79,2100,$0.14,1,61,https://www.justdial.com/Ooty/Tourist-Attraction-in-Udagamandalam/nct-10596038
